algorithm,graph,timeout,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
hMetis-K,3elt.hgr,no,5,32,0.03,0.027972027972,3.342,km1,526,520,no
hMetis-K,3elt.hgr,no,1,64,0.03,0.0232558139535,6.597,km1,849,824,no
hMetis-K,3elt.hgr,no,2,64,0.03,0.0232558139535,6.412,km1,848,822,no
hMetis-K,3elt.hgr,no,3,64,0.03,0.0232558139535,6.529,km1,846,822,no
hMetis-K,3elt.hgr,no,4,64,0.03,0.0232558139535,6.563,km1,842,817,no
hMetis-K,3elt.hgr,no,5,64,0.03,0.0232558139535,6.595,km1,832,804,no
hMetis-K,3elt.hgr,no,1,128,0.03,0.0185185185185,10.402,km1,1289,1230,no
hMetis-K,3elt.hgr,no,2,128,0.03,0.0185185185185,10.325,km1,1291,1228,no
hMetis-K,3elt.hgr,no,3,128,0.03,0.0185185185185,10.431,km1,1297,1227,no
hMetis-K,3elt.hgr,no,4,128,0.03,0.0185185185185,10.363,km1,1290,1220,no
hMetis-K,3elt.hgr,no,5,128,0.03,0.0185185185185,10.282,km1,1288,1231,no
hMetis-K,4elt.hgr,no,1,2,0.03,0,1.243,km1,70,70,no
hMetis-K,4elt.hgr,no,2,2,0.03,0.00283360216226,1.156,km1,70,70,no
hMetis-K,4elt.hgr,no,3,2,0.03,0.0231919438511,1.092,km1,73,73,no
hMetis-K,4elt.hgr,no,4,2,0.03,0.0127294127904,1.351,km1,70,70,no
hMetis-K,4elt.hgr,no,5,2,0.03,0.004054230786,1.233,km1,70,70,no
hMetis-K,4elt.hgr,no,1,4,0.03,0.00514385353095,1.559,km1,167,167,no
hMetis-K,4elt.hgr,no,2,4,0.03,0.00331299040976,1.753,km1,169,169,no
hMetis-K,4elt.hgr,no,3,4,0.03,0.00287707061901,1.82,km1,168,168,no
hMetis-K,4elt.hgr,no,4,4,0.03,0.000348735832607,1.411,km1,174,174,no
hMetis-K,4elt.hgr,no,5,4,0.03,0.000959023539669,1.53,km1,174,174,no
hMetis-K,4elt.hgr,no,1,8,0.03,0.00383609415867,2.279,km1,274,274,no
hMetis-K,4elt.hgr,no,2,8,0.03,0.0156931124673,2.271,km1,277,276,no
hMetis-K,4elt.hgr,no,3,8,0.03,0.00627724498692,1.874,km1,275,274,no
hMetis-K,4elt.hgr,no,4,8,0.03,0.0177855274629,2.048,km1,273,270,no
hMetis-K,4elt.hgr,no,5,8,0.03,0.0101133391456,1.995,km1,279,278,no
hMetis-K,4elt.hgr,no,1,16,0.03,0.0125523012552,3.059,km1,513,506,no
hMetis-K,4elt.hgr,no,2,16,0.03,0.0139470013947,3.164,km1,497,493,no
hMetis-K,4elt.hgr,no,3,16,0.03,0.00278940027894,3.11,km1,512,507,no
hMetis-K,4elt.hgr,no,4,16,0.03,0.000697350069735,3.096,km1,488,484,no
hMetis-K,4elt.hgr,no,5,16,0.03,0.0198744769874,2.902,km1,492,491,no
hMetis-K,4elt.hgr,no,1,32,0.03,0.0111576011158,5.597,km1,821,813,no
hMetis-K,4elt.hgr,no,2,32,0.03,0.00697350069735,5.572,km1,833,825,no
hMetis-K,4elt.hgr,no,3,32,0.03,0.0188284518828,5.549,km1,824,814,no
hMetis-K,4elt.hgr,no,4,32,0.03,0.00836820083682,5.23,km1,830,815,no
hMetis-K,4elt.hgr,no,5,32,0.03,0.0160390516039,5.416,km1,834,823,no
hMetis-K,4elt.hgr,no,1,64,0.03,0.0223152022315,10.558,km1,1382,1365,no
hMetis-K,4elt.hgr,no,2,64,0.03,0.00976290097629,10.677,km1,1389,1365,no
hMetis-K,4elt.hgr,no,3,64,0.03,0.0223152022315,10.753,km1,1363,1347,no
hMetis-K,4elt.hgr,no,4,64,0.03,0.00976290097629,10.675,km1,1374,1361,no
hMetis-K,4elt.hgr,no,5,64,0.03,0.00976290097629,10.556,km1,1370,1343,no
hMetis-K,4elt.hgr,no,1,128,0.03,0.016713091922,19.035,km1,2174,2130,no
hMetis-K,4elt.hgr,no,2,128,0.03,0.0222841225627,18.679,km1,2169,2122,no
hMetis-K,4elt.hgr,no,3,128,0.03,0.0278551532033,18.872,km1,2188,2142,no
hMetis-K,4elt.hgr,no,4,128,0.03,0.025069637883,19.075,km1,2189,2146,no
hMetis-K,4elt.hgr,no,5,128,0.03,0.0278551532033,19.102,km1,2165,2124,no
hMetis-K,598a.hgr,no,1,2,0.03,0.00134513312505,152.668,km1,629,629,no
hMetis-K,598a.hgr,no,2,2,0.03,0.0147290729364,133.837,km1,645,645,no
hMetis-K,598a.hgr,no,3,2,0.03,0.0097448020983,138.551,km1,635,635,no
hMetis-K,598a.hgr,no,4,2,0.03,0.011011761154,129.208,km1,626,626,no
hMetis-K,598a.hgr,no,5,2,0.03,0.0164650764084,149.149,km1,632,632,no
hMetis-K,598a.hgr,no,1,4,0.03,0.0129283388325,154.215,km1,2173,2161,no
hMetis-K,598a.hgr,no,2,4,0.03,0.00758016863988,155.659,km1,2167,2159,no
hMetis-K,598a.hgr,no,3,4,0.03,0.00233443315866,152.206,km1,2158,2148,no
hMetis-K,598a.hgr,no,4,4,0.03,0.0073321688124,153.346,km1,2130,2115,no
hMetis-K,598a.hgr,no,5,4,0.03,0.00671216924371,155.322,km1,2154,2136,no
hMetis-K,598a.hgr,no,1,8,0.03,0.0121627741476,155.81,km1,4403,4339,no
hMetis-K,598a.hgr,no,2,8,0.03,0.00928381962865,159.733,km1,4475,4403,no
hMetis-K,598a.hgr,no,3,8,0.03,0.0126479912014,161.78,km1,4430,4343,no
hMetis-K,598a.hgr,no,4,8,0.03,0.00864764615816,161.803,km1,4413,4358,no
hMetis-K,598a.hgr,no,5,8,0.03,0.0219965064372,160.735,km1,4385,4329,no
hMetis-K,598a.hgr,no,1,16,0.03,0.00703025597895,166.264,km1,7305,7080,no
hMetis-K,598a.hgr,no,2,16,0.03,0.0048953009424,168.52,km1,7115,6915,no
hMetis-K,598a.hgr,no,3,16,0.03,0.00168208578638,169.026,km1,7042,6821,no
hMetis-K,598a.hgr,no,4,16,0.03,0.00226434625089,164.766,km1,7249,7031,no
hMetis-K,598a.hgr,no,5,16,0.03,0.00390330163249,168.967,km1,7202,6992,no
hMetis-K,598a.hgr,no,1,32,0.03,0.0130251013543,180.384,km1,10850,10396,no
hMetis-K,598a.hgr,no,2,32,0.03,0.00996290865177,176.109,km1,11026,10605,no
hMetis-K,598a.hgr,no,3,32,0.03,0.0109980160442,179.913,km1,11007,10532,no
hMetis-K,598a.hgr,no,4,32,0.03,0.00638316225308,178.63,km1,11030,10608,no
hMetis-K,598a.hgr,no,5,32,0.03,0.00603812645562,177.949,km1,11146,10701,no
hMetis-K,598a.hgr,no,1,64,0.03,0.0104373328733,206.912,km1,16122,15239,no
hMetis-K,598a.hgr,no,2,64,0.03,0.000776330544294,202.972,km1,16099,15198,no
hMetis-K,598a.hgr,no,3,64,0.03,0.0091434486328,208.758,km1,16040,15153,no
hMetis-K,598a.hgr,no,4,64,0.03,0.0102648149746,206.167,km1,16024,15127,no
hMetis-K,598a.hgr,no,5,64,0.03,0.0128525834555,205.092,km1,16107,15262,no
hMetis-K,598a.hgr,no,1,128,0.03,0.0129377264102,248.839,km1,22434,20778,no
hMetis-K,598a.hgr,no,2,128,0.03,0.00879765395894,253.067,km1,22424,20729,no
hMetis-K,598a.hgr,no,3,128,0.03,0.00534759358289,250.417,km1,22314,20654,no
hMetis-K,598a.hgr,no,4,128,0.03,0.0063826116957,248.978,km1,22439,20809,no
hMetis-K,598a.hgr,no,5,128,0.03,0.00103501811282,248.504,km1,22375,20760,no
hMetis-K,add20.hgr,no,1,2,0.03,0.000536049316537,0.357,km1,29,29,no
hMetis-K,add20.hgr,no,2,2,0.03,0,0.351,km1,30,30,no
hMetis-K,add20.hgr,no,3,2,0.03,0,0.357,km1,28,28,no
