algorithm,graph,timeout,interrupted,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
kKaHyPar,RFdevice.mtx.hgr,no,no,3,16,0.03,0.0263385,20.0296,km1,9731,9459,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,16,0.03,0.0278497,18.511,km1,9865,9582,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,16,0.03,0.0272021,17.2085,km1,10054,9759,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,16,0.03,0.0220207,18.5322,km1,9682,9429,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,16,0.03,0.0181347,16.9622,km1,9808,9555,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,16,0.03,0.0237478,16.7017,km1,10004,9739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,16,0.03,0.0250432,16.7995,km1,9885,9607,no
kKaHyPar,RFdevice.mtx.hgr,no,no,0,2,0.03,0.0103098,4.00309,km1,1745,1745,no
kKaHyPar,RFdevice.mtx.hgr,no,no,1,2,0.03,0.0176509,4.71599,km1,1739,1739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,2,2,0.03,0.0176509,3.48457,km1,1739,1739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,3,2,0.03,0.0176509,4.34378,km1,1739,1739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,2,0.03,0.0176509,5.38767,km1,1739,1739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,2,0.03,0.0103098,3.98588,km1,1745,1745,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,2,0.03,0.0103098,3.8646,km1,1745,1745,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,2,0.03,0.0176509,5.05576,km1,1739,1739,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,2,0.03,0.0103098,3.52393,km1,1745,1745,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,2,0.03,0.0103098,3.80001,km1,1745,1745,no
kKaHyPar,RFdevice.mtx.hgr,no,no,0,32,0.03,0.029361,18.5197,km1,14017,13460,no
kKaHyPar,RFdevice.mtx.hgr,no,no,1,32,0.03,0.0284974,18.5079,km1,13810,13260,no
kKaHyPar,RFdevice.mtx.hgr,no,no,2,32,0.03,0.0289292,19.0496,km1,13856,13273,no
kKaHyPar,RFdevice.mtx.hgr,no,no,3,32,0.03,0.0276339,18.3649,km1,13829,13288,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,32,0.03,0.0289292,19.944,km1,13846,13315,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,32,0.03,0.0289292,18.496,km1,13822,13274,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,32,0.03,0.0297927,18.9394,km1,13822,13262,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,32,0.03,0.0237478,19.2106,km1,13859,13298,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,32,0.03,0.029361,18.923,km1,13843,13306,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,32,0.03,0.0297927,19.5195,km1,13898,13370,no
kKaHyPar,RFdevice.mtx.hgr,no,no,0,4,0.03,0.0263414,12.7085,km1,3484,3454,no
kKaHyPar,RFdevice.mtx.hgr,no,no,1,4,0.03,0.0286084,11.8127,km1,3509,3481,no
kKaHyPar,RFdevice.mtx.hgr,no,no,2,4,0.03,0.0217532,9.43711,km1,3501,3478,no
kKaHyPar,RFdevice.mtx.hgr,no,no,3,4,0.03,0.0151679,9.64287,km1,3517,3484,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,4,0.03,0.0299579,10.9375,km1,3490,3470,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,4,0.03,0.0136565,11.794,km1,3507,3477,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,4,0.03,0.0292022,12.7642,km1,3495,3466,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,4,0.03,0.0256936,13.1816,km1,3499,3487,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,4,0.03,0.0279607,15.8939,km1,3589,3563,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,4,0.03,0.0278527,10.8151,km1,3488,3469,no
kKaHyPar,RFdevice.mtx.hgr,no,no,0,64,0.03,0.029361,23.8311,km1,19381,18380,no
kKaHyPar,RFdevice.mtx.hgr,no,no,1,64,0.03,0.029361,24.0637,km1,19382,18369,no
kKaHyPar,RFdevice.mtx.hgr,no,no,2,64,0.03,0.0284974,23.9383,km1,19406,18396,no
kKaHyPar,RFdevice.mtx.hgr,no,no,3,64,0.03,0.0284974,23.3373,km1,19397,18349,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,64,0.03,0.029361,24.3615,km1,19439,18384,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,64,0.03,0.029361,23.6594,km1,19384,18352,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,64,0.03,0.029361,23.4459,km1,19399,18334,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,64,0.03,0.029361,24.4212,km1,19352,18302,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,64,0.03,0.029361,23.9761,km1,19431,18401,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,64,0.03,0.029361,23.8684,km1,19472,18417,no
kKaHyPar,RFdevice.mtx.hgr,no,no,0,8,0.03,0.0218072,17.0468,km1,6650,6570,no
kKaHyPar,RFdevice.mtx.hgr,no,no,1,8,0.03,0.0285005,16.1942,km1,6755,6650,no
kKaHyPar,RFdevice.mtx.hgr,no,no,2,8,0.03,0.0209435,16.604,km1,6660,6572,no
kKaHyPar,RFdevice.mtx.hgr,no,no,3,8,0.03,0.0249379,17.4653,km1,6581,6510,no
kKaHyPar,RFdevice.mtx.hgr,no,no,4,8,0.03,0.0276368,15.4516,km1,6570,6481,no
kKaHyPar,RFdevice.mtx.hgr,no,no,5,8,0.03,0.024722,13.3387,km1,6500,6420,no
kKaHyPar,RFdevice.mtx.hgr,no,no,6,8,0.03,0.0285005,13.2035,km1,6570,6488,no
kKaHyPar,RFdevice.mtx.hgr,no,no,7,8,0.03,0.0292562,13.5108,km1,6704,6603,no
kKaHyPar,RFdevice.mtx.hgr,no,no,8,8,0.03,0.027205,15.4374,km1,6602,6525,no
kKaHyPar,RFdevice.mtx.hgr,no,no,9,8,0.03,0.0266652,16.5476,km1,6758,6667,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,128,0.03,0.0297852,35.4275,km1,18199,18028,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,128,0.03,0.0297852,35.6705,km1,17781,17624,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,128,0.03,0.0297852,34.6851,km1,18005,17862,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,128,0.03,0.0297852,34.7178,km1,17912,17768,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,128,0.03,0.0297852,35.5267,km1,17944,17798,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,128,0.03,0.0297852,34.5374,km1,17962,17807,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,128,0.03,0.0297852,34.0061,km1,17699,17529,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,128,0.03,0.0297852,34.697,km1,17883,17721,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,128,0.03,0.0297852,34.6498,km1,17879,17714,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,128,0.03,0.0297852,35.3276,km1,17883,17720,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,16,0.03,0.0289917,27.2615,km1,4982,4976,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,16,0.03,0.0282593,26.2451,km1,4970,4955,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,16,0.03,0.0229492,30.214,km1,5005,4992,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,16,0.03,0.0287476,25.1166,km1,4895,4884,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,16,0.03,0.0265503,26.8082,km1,4976,4967,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,16,0.03,0.0283203,31.0422,km1,4927,4920,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,16,0.03,0.0285645,28.6223,km1,4918,4907,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,16,0.03,0.0272217,28.716,km1,4797,4783,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,16,0.03,0.0280151,28.6865,km1,4869,4856,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,16,0.03,0.0293579,27.7654,km1,5000,4988,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,2,0.03,0.00063324,22.4932,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,2,0.03,0.00062561,23.4536,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,2,0.03,0.00062561,23.0188,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,2,0.03,0.00062561,24.0924,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,2,0.03,0,17.6607,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,2,0.03,0.0290985,28.6114,km1,855,855,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,2,0.03,0.0290833,26.9955,km1,855,855,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,2,0.03,0.000617981,21.0883,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,2,0.03,0.00062561,23.5684,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,2,0.03,0.000617981,23.5728,km1,811,811,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,32,0.03,0.0296631,25.048,km1,7984,7958,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,32,0.03,0.0297852,25.4336,km1,7993,7969,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,32,0.03,0.0299072,22.9805,km1,7832,7794,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,32,0.03,0.0289307,25.9053,km1,7958,7922,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,32,0.03,0.0299072,24.0913,km1,7966,7935,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,32,0.03,0.0284424,24.2756,km1,7873,7853,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,32,0.03,0.0290527,25.9676,km1,8007,7981,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,32,0.03,0.0297852,24.4678,km1,8003,7981,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,32,0.03,0.0288086,25.6018,km1,7795,7767,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,32,0.03,0.029541,23.9982,km1,7957,7928,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,4,0.03,0.0284729,41.8195,km1,1745,1745,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,4,0.03,0.0114899,42.6817,km1,1613,1607,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,4,0.03,0.0293427,31.1075,km1,1661,1661,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,4,0.03,0.0149536,30.7097,km1,1612,1606,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,4,0.03,0.0292664,33.6928,km1,1656,1656,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,4,0.03,0.0284424,31.0723,km1,1641,1638,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,4,0.03,0.0292206,34.1424,km1,1646,1646,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,4,0.03,0.0187531,39.318,km1,1682,1681,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,4,0.03,0.0298767,32.0111,km1,1657,1657,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,4,0.03,0.0266266,32.8176,km1,1629,1625,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,64,0.03,0.0285645,26.267,km1,11793,11732,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,64,0.03,0.0297852,26.3999,km1,11784,11700,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,64,0.03,0.029541,26.7597,km1,11867,11800,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,64,0.03,0.0297852,26.1137,km1,11760,11701,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,64,0.03,0.029541,25.6822,km1,11725,11639,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,64,0.03,0.0297852,25.5219,km1,11977,11920,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,64,0.03,0.0297852,25.8999,km1,11944,11894,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,64,0.03,0.0290527,26.4626,km1,11958,11912,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,64,0.03,0.0288086,25.6857,km1,12022,11951,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,64,0.03,0.0297852,26.2024,km1,11953,11882,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,0,8,0.03,0.0276184,37.4092,km1,3082,3082,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,1,8,0.03,0.0287476,32.7251,km1,3083,3081,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,2,8,0.03,0.0283508,30.215,km1,3135,3133,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,3,8,0.03,0.02948,31.0735,km1,3232,3229,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,4,8,0.03,0.0233765,39.4815,km1,3101,3099,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,5,8,0.03,0.0293274,35.0806,km1,3268,3266,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,6,8,0.03,0.0229797,39.0961,km1,3083,3081,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,7,8,0.03,0.027832,40.2873,km1,3021,3019,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,8,8,0.03,0.0258789,37.1588,km1,3197,3190,no
kKaHyPar,rgg_n_2_18_s0.mtx.hgr,no,no,9,8,0.03,0.0263062,31.4309,km1,3150,3142,no
kKaHyPar,rim.mtx.hgr,no,no,0,128,0.03,0.0282486,8.06171,km1,19732,14665,no
kKaHyPar,rim.mtx.hgr,no,no,1,128,0.03,0.0282486,8.04821,km1,20010,14896,no
kKaHyPar,rim.mtx.hgr,no,no,2,128,0.03,0.0282486,8.132,km1,19959,14866,no
kKaHyPar,rim.mtx.hgr,no,no,3,128,0.03,0.0282486,8.05742,km1,19912,14813,no
kKaHyPar,rim.mtx.hgr,no,no,4,128,0.03,0.0282486,8.07548,km1,19649,14622,no
kKaHyPar,rim.mtx.hgr,no,no,5,128,0.03,0.0282486,8.17259,km1,19908,14779,no
kKaHyPar,rim.mtx.hgr,no,no,6,128,0.03,0.0282486,8.08875,km1,19963,14872,no
kKaHyPar,rim.mtx.hgr,no,no,7,128,0.03,0.0282486,8.12974,km1,19826,14769,no
kKaHyPar,rim.mtx.hgr,no,no,8,128,0.03,0.0282486,8.07014,km1,19401,14365,no
kKaHyPar,rim.mtx.hgr,no,no,9,128,0.03,0.0282486,8.15549,km1,19836,14785,no
kKaHyPar,rim.mtx.hgr,no,no,0,16,0.03,0.0070922,3.01776,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,1,16,0.03,0.0070922,2.79215,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,2,16,0.03,0.00638298,2.80353,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,3,16,0.03,0.00780142,2.85196,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,4,16,0.03,0.0248227,2.91116,km1,3120,3120,no
kKaHyPar,rim.mtx.hgr,no,no,5,16,0.03,0.0163121,2.84814,km1,3099,3099,no
kKaHyPar,rim.mtx.hgr,no,no,6,16,0.03,0.0106383,2.81874,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,7,16,0.03,0.00992908,2.96235,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,8,16,0.03,0.00567376,2.75383,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,9,16,0.03,0.00992908,3.00355,km1,3072,3072,no
kKaHyPar,rim.mtx.hgr,no,no,0,2,0.03,0,0.589285,km1,382,382,no
kKaHyPar,rim.mtx.hgr,no,no,1,2,0.03,0,0.586675,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,2,2,0.03,0,0.511326,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,3,2,0.03,0,0.527326,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,4,2,0.03,8.86525e-05,0.684708,km1,382,382,no
kKaHyPar,rim.mtx.hgr,no,no,5,2,0.03,0,0.607163,km1,382,382,no
kKaHyPar,rim.mtx.hgr,no,no,6,2,0.03,0,0.54485,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,7,2,0.03,0,0.513832,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,8,2,0.03,0,0.541042,km1,382,382,no
kKaHyPar,rim.mtx.hgr,no,no,9,2,0.03,0,0.586452,km1,384,384,no
kKaHyPar,rim.mtx.hgr,no,no,0,32,0.03,0.0156028,4.55378,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,1,32,0.03,0.0113475,4.48485,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,2,32,0.03,0.00851064,4.44522,km1,6170,6170,no
kKaHyPar,rim.mtx.hgr,no,no,3,32,0.03,0.0141844,4.59184,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,4,32,0.03,0.0184397,4.50686,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,5,32,0.03,0.0141844,4.46446,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,6,32,0.03,0.0113475,4.4282,km1,6171,6171,no
kKaHyPar,rim.mtx.hgr,no,no,7,32,0.03,0.00992908,4.54808,km1,6142,6142,no
kKaHyPar,rim.mtx.hgr,no,no,8,32,0.03,0.0113475,4.44807,km1,6144,6144,no
kKaHyPar,rim.mtx.hgr,no,no,9,32,0.03,0.00851064,4.46641,km1,6171,6171,no
kKaHyPar,rim.mtx.hgr,no,no,0,4,0.03,0.00319149,1.15374,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,1,4,0.03,0.0191489,1.21368,km1,767,767,no
kKaHyPar,rim.mtx.hgr,no,no,2,4,0.03,0.00141844,1.34922,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,3,4,0.03,0.000177305,1.21701,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,4,4,0.03,0.00230496,1.20542,km1,766,766,no
kKaHyPar,rim.mtx.hgr,no,no,5,4,0.03,0.0242908,1.09403,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,6,4,0.03,0,1.23098,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,7,4,0.03,0.00124113,1.37386,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,8,4,0.03,0.00195035,1.09158,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,9,4,0.03,0.00177305,1.19895,km1,768,768,no
kKaHyPar,rim.mtx.hgr,no,no,0,64,0.03,0,6.06904,km1,11764,9268,no
kKaHyPar,rim.mtx.hgr,no,no,1,64,0.03,0.0113314,6.13473,km1,11999,9541,no
kKaHyPar,rim.mtx.hgr,no,no,2,64,0.03,0.0169972,5.86416,km1,11872,9415,no
kKaHyPar,rim.mtx.hgr,no,no,3,64,0.03,0.0169972,5.95244,km1,11893,9389,no
kKaHyPar,rim.mtx.hgr,no,no,4,64,0.03,0.00283286,5.97756,km1,11936,9502,no
kKaHyPar,rim.mtx.hgr,no,no,5,64,0.03,0.0254958,5.8706,km1,11862,9354,no
kKaHyPar,rim.mtx.hgr,no,no,6,64,0.03,0,5.90778,km1,11847,9343,no
kKaHyPar,rim.mtx.hgr,no,no,7,64,0.03,0,6.1409,km1,11799,9342,no
kKaHyPar,rim.mtx.hgr,no,no,8,64,0.03,0.0169972,5.84095,km1,12094,9612,no
kKaHyPar,rim.mtx.hgr,no,no,9,64,0.03,0.0226629,5.9499,km1,11888,9353,no
kKaHyPar,rim.mtx.hgr,no,no,0,8,0.03,0.0212766,1.93618,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,1,8,0.03,0.0212766,1.80479,km1,1563,1563,no
kKaHyPar,rim.mtx.hgr,no,no,2,8,0.03,0.0212766,1.78945,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,3,8,0.03,0.00496454,1.92085,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,4,8,0.03,0.0234043,2.16025,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,5,8,0.03,0.00212766,2.05854,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,6,8,0.03,0.00319149,1.83348,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,7,8,0.03,0.0212766,1.91647,km1,1535,1535,no
kKaHyPar,rim.mtx.hgr,no,no,8,8,0.03,0.0219858,1.95376,km1,1536,1536,no
kKaHyPar,rim.mtx.hgr,no,no,9,8,0.03,0.0251773,1.88432,km1,1590,1590,no
kKaHyPar,RM07R.mtx.hgr,no,no,0,128,0.03,0.0295104,98.9301,km1,291421,180181,no
kKaHyPar,RM07R.mtx.hgr,no,no,1,128,0.03,0.0295104,102.337,km1,293119,180932,no
kKaHyPar,RM07R.mtx.hgr,no,no,2,128,0.03,0.0295104,105.483,km1,292919,180299,no
kKaHyPar,RM07R.mtx.hgr,no,no,3,128,0.03,0.0295104,103.129,km1,291138,178338,no
kKaHyPar,RM07R.mtx.hgr,no,no,4,128,0.03,0.0295104,102.069,km1,292057,179780,no
kKaHyPar,RM07R.mtx.hgr,no,no,5,128,0.03,0.0295104,103.629,km1,289987,179163,no
kKaHyPar,RM07R.mtx.hgr,no,no,6,128,0.03,0.0295104,104.181,km1,290692,178852,no
kKaHyPar,RM07R.mtx.hgr,no,no,7,128,0.03,0.0295104,102.492,km1,291538,180034,no
kKaHyPar,RM07R.mtx.hgr,no,no,8,128,0.03,0.0295104,100.545,km1,291215,179739,no
kKaHyPar,RM07R.mtx.hgr,no,no,9,128,0.03,0.0295104,104.134,km1,292585,180740,no
kKaHyPar,RM07R.mtx.hgr,no,no,0,16,0.03,0.0282529,64.129,km1,97302,82024,no
kKaHyPar,RM07R.mtx.hgr,no,no,1,16,0.03,0.0269953,78.8256,km1,96809,80614,no
kKaHyPar,RM07R.mtx.hgr,no,no,2,16,0.03,0.0296781,70.3641,km1,97087,81380,no
kKaHyPar,RM07R.mtx.hgr,no,no,3,16,0.03,0.0293008,58.3293,km1,96884,80651,no
kKaHyPar,RM07R.mtx.hgr,no,no,4,16,0.03,0.0295104,72.9513,km1,98311,83158,no
kKaHyPar,RM07R.mtx.hgr,no,no,5,16,0.03,0.02972,68.3601,km1,99199,84675,no
kKaHyPar,RM07R.mtx.hgr,no,no,6,16,0.03,0.0299296,58.5842,km1,97397,81391,no
kKaHyPar,RM07R.mtx.hgr,no,no,7,16,0.03,0.02972,56.7133,km1,99167,83898,no
kKaHyPar,RM07R.mtx.hgr,no,no,8,16,0.03,0.0288816,62.6163,km1,96019,80919,no
kKaHyPar,RM07R.mtx.hgr,no,no,9,16,0.03,0.0299296,65.9354,km1,97741,81863,no
kKaHyPar,RM07R.mtx.hgr,no,no,0,2,0.03,0.0298934,243.936,km1,18853,18853,no
kKaHyPar,RM07R.mtx.hgr,no,no,1,2,0.03,0.0298934,240.744,km1,18612,18612,no
kKaHyPar,RM07R.mtx.hgr,no,no,2,2,0.03,0.0299982,190.712,km1,18800,18800,no
kKaHyPar,RM07R.mtx.hgr,no,no,3,2,0.03,0.0296314,250.248,km1,18635,18635,no
kKaHyPar,RM07R.mtx.hgr,no,no,4,2,0.03,0.0299982,249.668,km1,18716,18716,no
kKaHyPar,RM07R.mtx.hgr,no,no,5,2,0.03,0.0299982,262.347,km1,18509,18509,no
kKaHyPar,RM07R.mtx.hgr,no,no,6,2,0.03,0.0299982,237.304,km1,18772,18772,no
kKaHyPar,RM07R.mtx.hgr,no,no,7,2,0.03,0.0299982,236.905,km1,19104,19104,no
kKaHyPar,RM07R.mtx.hgr,no,no,8,2,0.03,0.0297309,308.299,km1,18678,18678,no
kKaHyPar,RM07R.mtx.hgr,no,no,9,2,0.03,0.029972,305.487,km1,18558,18558,no
kKaHyPar,RM07R.mtx.hgr,no,no,0,32,0.03,0.0299296,61.7634,km1,147923,116500,no
kKaHyPar,RM07R.mtx.hgr,no,no,1,32,0.03,0.0299296,55.8234,km1,149099,117365,no
kKaHyPar,RM07R.mtx.hgr,no,no,2,32,0.03,0.0299296,61.1366,km1,149540,118180,no
kKaHyPar,RM07R.mtx.hgr,no,no,3,32,0.03,0.0299296,59.6478,km1,146763,116266,no
kKaHyPar,RM07R.mtx.hgr,no,no,4,32,0.03,0.0295104,56.5707,km1,147351,116148,no
kKaHyPar,RM07R.mtx.hgr,no,no,5,32,0.03,0.0299296,69.2185,km1,144186,113468,no
kKaHyPar,RM07R.mtx.hgr,no,no,6,32,0.03,0.0290912,58.5172,km1,148832,118171,no
kKaHyPar,RM07R.mtx.hgr,no,no,7,32,0.03,0.0299296,61.4098,km1,148457,117206,no
kKaHyPar,RM07R.mtx.hgr,no,no,8,32,0.03,0.0295104,62.3622,km1,146792,114261,no
kKaHyPar,RM07R.mtx.hgr,no,no,9,32,0.03,0.0299296,60.9484,km1,148286,116825,no
kKaHyPar,RM07R.mtx.hgr,no,no,0,4,0.03,0.0292487,39.7064,km1,31133,29853,no
kKaHyPar,RM07R.mtx.hgr,no,no,1,4,0.03,0.0246377,33.6481,km1,31352,30063,no
kKaHyPar,RM07R.mtx.hgr,no,no,2,4,0.03,0.0292592,36.0317,km1,31139,29854,no
kKaHyPar,RM07R.mtx.hgr,no,no,3,4,0.03,0.0264821,49.4359,km1,31235,29947,no
kKaHyPar,RM07R.mtx.hgr,no,no,4,4,0.03,0.0299404,34.8304,km1,31259,29955,no
kKaHyPar,RM07R.mtx.hgr,no,no,5,4,0.03,0.0299928,64.5738,km1,32428,31147,no
kKaHyPar,RM07R.mtx.hgr,no,no,6,4,0.03,0.0296784,44.0766,km1,31648,30373,no
kKaHyPar,RM07R.mtx.hgr,no,no,7,4,0.03,0.0267965,33.9304,km1,31295,30020,no
kKaHyPar,RM07R.mtx.hgr,no,no,8,4,0.03,0.0295736,40.0733,km1,31180,29901,no
kKaHyPar,RM07R.mtx.hgr,no,no,9,4,0.03,0.0299404,46.9716,km1,31640,30364,no
