algorithm,graph,timeout,interrupted,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,4,64,0.03,0.0288,6.92589,km1,4511,4311,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,5,64,0.03,0.0288,6.81513,km1,4606,4410,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,6,64,0.03,0.0288,6.90092,km1,4640,4442,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,7,64,0.03,0.0288,6.87054,km1,4584,4384,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,8,64,0.03,0.0288,6.80879,km1,4631,4431,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,9,64,0.03,0.0288,6.87499,km1,4566,4370,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,0,8,0.03,0.0268,2.26642,km1,1364,1350,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,1,8,0.03,0.0052,2.33765,km1,1245,1231,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,2,8,0.03,0.0156,3.18727,km1,1221,1207,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,3,8,0.03,0.0168,2.65611,km1,1215,1201,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,4,8,0.03,0.0106,2.77887,km1,1219,1205,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,5,8,0.03,0.0104,3.20127,km1,1227,1213,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,6,8,0.03,0.0098,2.68129,km1,1235,1223,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,7,8,0.03,0.0134,2.55128,km1,1217,1203,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,8,8,0.03,0.0132,3.07995,km1,1228,1214,no
kKaHyPar-Eco,obstclae.mtx.hgr,no,no,9,8,0.03,0.022,3.09851,km1,1224,1210,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,128,0.03,0.023622,9.83902,km1,20229,12804,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,128,0.03,0.023622,9.6813,km1,20249,12879,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,128,0.03,0.023622,9.79317,km1,20481,12992,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,128,0.03,0.023622,9.88375,km1,20424,12936,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,128,0.03,0.023622,9.93753,km1,20244,12826,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,128,0.03,0.023622,10.0639,km1,20294,12914,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,128,0.03,0.023622,9.66068,km1,20444,13050,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,128,0.03,0.023622,9.60985,km1,20319,12902,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,128,0.03,0.023622,9.89365,km1,20253,12906,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,128,0.03,0.023622,9.80756,km1,20313,12939,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,16,0.03,0.0217822,1.94121,km1,4476,4092,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,16,0.03,0.0217822,2.02468,km1,4481,4031,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,16,0.03,0.0158416,1.97153,km1,4248,3792,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,16,0.03,0.0277228,1.93812,km1,4446,4062,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,16,0.03,0.0217822,1.91839,km1,4416,4020,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,16,0.03,0.0277228,1.90505,km1,4426,4006,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,16,0.03,0.0277228,2.12944,km1,4589,4146,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,16,0.03,0.0277228,1.92051,km1,4402,3970,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,16,0.03,0.0277228,1.98325,km1,4564,4145,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,16,0.03,0.0277228,2.04626,km1,4596,4164,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,2,0.03,0.00111483,0.371353,km1,660,660,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,2,0.03,0.00111483,0.386244,km1,660,660,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,2,0.03,0.00111483,0.409526,km1,660,660,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,2,0.03,0.0107767,0.405115,km1,624,624,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,2,0.03,0.0107767,0.393758,km1,624,624,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,2,0.03,0.0107767,0.423841,km1,624,624,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,2,0.03,0.0226682,0.371218,km1,648,648,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,2,0.03,0.0226682,0.383373,km1,648,648,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,2,0.03,0.0226682,0.414591,km1,648,648,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,2,0.03,0.00631735,0.42204,km1,684,684,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,32,0.03,0.0217822,4.39617,km1,7539,6392,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,32,0.03,0.0217822,4.29977,km1,7459,6454,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,32,0.03,0.0217822,4.29428,km1,7374,6254,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,32,0.03,0.0217822,4.2598,km1,7504,6486,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,32,0.03,0.0277228,4.33108,km1,7472,6422,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,32,0.03,0.029703,4.20408,km1,7477,6385,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,32,0.03,0.0217822,4.17361,km1,7520,6382,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,32,0.03,0.0217822,4.21802,km1,7493,6414,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,32,0.03,0.0277228,4.20191,km1,7265,6127,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,32,0.03,0.0277228,4.22436,km1,7469,6360,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,4,0.03,0.0165965,0.714908,km1,1380,1308,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,4,0.03,0.0210552,0.639461,km1,1212,1164,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,4,0.03,0.0210552,0.645028,km1,1212,1164,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,4,0.03,0.0284865,0.617143,km1,1200,1152,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,4,0.03,0.025514,0.721922,km1,1392,1344,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,4,0.03,0.013624,0.699653,km1,1332,1284,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,4,0.03,0.0284865,0.666871,km1,1200,1152,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,4,0.03,0.0284865,0.725935,km1,1200,1152,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,4,0.03,0.0284865,0.651166,km1,1284,1236,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,4,0.03,0.00916522,0.764886,km1,1368,1320,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,64,0.03,0.0197628,6.68541,km1,12436,9523,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,64,0.03,0.0197628,6.54399,km1,12509,9515,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,64,0.03,0.0197628,6.54833,km1,12361,9552,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,64,0.03,0.0197628,6.50626,km1,12283,9369,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,64,0.03,0.0197628,6.58757,km1,12487,9615,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,64,0.03,0.027668,6.64142,km1,12437,9457,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,64,0.03,0.027668,6.57008,km1,12341,9477,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,64,0.03,0.027668,6.53963,km1,12410,9451,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,64,0.03,0.027668,6.56345,km1,12501,9586,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,64,0.03,0.027668,6.48727,km1,12297,9369,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,0,8,0.03,0.0282318,0.927619,km1,2424,2208,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,1,8,0.03,0.0282318,0.975174,km1,2369,2165,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,2,8,0.03,0.02526,0.980638,km1,2484,2316,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,3,8,0.03,0.0282318,0.912221,km1,2412,2196,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,4,8,0.03,0.0282318,0.930502,km1,2400,2178,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,5,8,0.03,0.0282318,0.912228,km1,2460,2244,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,6,8,0.03,0.0193165,0.924289,km1,2496,2292,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,7,8,0.03,0.0282318,0.948823,km1,2482,2314,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,8,8,0.03,0.02526,0.934694,km1,2446,2338,no
kKaHyPar-Eco,olafu.mtx.hgr,no,no,9,8,0.03,0.02526,0.960642,km1,2458,2242,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,128,0.03,0.0247934,6.74603,km1,37475,14861,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,128,0.03,0.0165289,6.55068,km1,37750,14830,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,128,0.03,0.0165289,6.54266,km1,37622,14910,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,128,0.03,0.0247934,6.63875,km1,37848,14813,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,128,0.03,0.0247934,6.62363,km1,37796,14830,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,128,0.03,0.0247934,6.7196,km1,37780,14846,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,128,0.03,0.0247934,6.62887,km1,37528,14770,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,128,0.03,0.0247934,6.53804,km1,37502,14794,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,128,0.03,0.0247934,6.70445,km1,37759,14829,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,128,0.03,0.0247934,6.61441,km1,37603,14816,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,16,0.03,0.0165631,2.71769,km1,9019,7664,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,16,0.03,0.0124224,2.52954,km1,8715,7316,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,16,0.03,0.0289855,2.55296,km1,8445,7323,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,16,0.03,0.0279503,2.58961,km1,8665,6993,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,16,0.03,0.0238095,2.59401,km1,9074,7395,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,16,0.03,0.0289855,2.54632,km1,9169,7704,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,16,0.03,0.010352,2.54991,km1,8754,7347,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,16,0.03,0.0165631,2.67815,km1,9366,7706,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,16,0.03,0.0175983,2.51904,km1,8569,7287,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,16,0.03,0.0227743,2.84377,km1,9011,7623,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,2,0.03,0.0133333,0.457717,km1,1323,1323,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,2,0.03,0.0133333,0.453789,km1,1323,1323,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,2,0.03,0.0295146,0.483676,km1,1363,1363,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,2,0.03,0.0133333,0.47808,km1,1323,1323,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,2,0.03,0.0190291,0.482934,km1,1369,1369,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,2,0.03,0.029644,0.524762,km1,1307,1307,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,2,0.03,0.0292557,0.519353,km1,1307,1307,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,2,0.03,0.0186408,0.446175,km1,1369,1369,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,2,0.03,0.0292557,0.543752,km1,1307,1307,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,2,0.03,0.012945,0.485,km1,1323,1323,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,32,0.03,0.0186335,3.63174,km1,14427,10224,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,32,0.03,0.0227743,3.59503,km1,14949,10349,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,32,0.03,0.0186335,3.63443,km1,14734,10221,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,32,0.03,0.0248447,3.669,km1,14946,10484,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,32,0.03,0.0289855,3.62546,km1,14718,10303,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,32,0.03,0.0289855,3.84073,km1,14672,10170,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,32,0.03,0.0165631,3.63666,km1,14846,10330,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,32,0.03,0.0269151,3.65034,km1,14772,10097,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,32,0.03,0.0269151,3.60586,km1,14808,10330,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,32,0.03,0.0289855,3.55481,km1,14380,10136,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,4,0.03,0.0248512,1.02776,km1,2929,2929,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,4,0.03,0.0217448,0.954182,km1,2872,2872,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,4,0.03,0.0227802,0.922996,km1,2872,2872,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,4,0.03,0.0264043,1.02727,km1,2666,2606,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,4,0.03,0.0181206,0.970003,km1,2632,2376,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,4,0.03,0.0160497,1.03743,km1,2700,2408,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,4,0.03,0.0119078,0.983109,km1,2783,2687,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,4,0.03,0.00595392,1.01772,km1,2783,2687,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,4,0.03,0.0121667,0.956572,km1,2930,2930,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,4,0.03,0.023298,0.982852,km1,3066,2936,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,64,0.03,0.0289256,5.14745,km1,23401,12874,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,64,0.03,0.0289256,4.90278,km1,23360,12848,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,64,0.03,0.0289256,4.97828,km1,23548,13072,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,64,0.03,0.0289256,5.02435,km1,23272,13090,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,64,0.03,0.0289256,4.97158,km1,23165,12967,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,64,0.03,0.0206612,4.96635,km1,23523,13056,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,64,0.03,0.0289256,4.94262,km1,23488,12951,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,64,0.03,0.0206612,4.97178,km1,23057,12698,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,64,0.03,0.0289256,4.95988,km1,23633,13035,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,64,0.03,0.0289256,5.05247,km1,23284,13017,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,0,8,0.03,0.0212215,1.71259,km1,5163,4775,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,1,8,0.03,0.0238095,1.59644,km1,5006,4730,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,2,8,0.03,0.0253623,1.65396,km1,5142,4842,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,3,8,0.03,0.00983437,1.66988,km1,5170,4842,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,4,8,0.03,0.0108696,1.71486,km1,5221,4793,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,5,8,0.03,0.0217391,1.77585,km1,5244,4924,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,6,8,0.03,0.0144928,1.61625,km1,5143,4861,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,7,8,0.03,0.0253623,1.66828,km1,5211,4767,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,8,8,0.03,0.015528,1.58907,km1,5443,5041,no
kKaHyPar-Eco,opt1.mtx.hgr,no,no,9,8,0.03,0.0289855,1.62933,km1,5156,4696,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,128,0.03,0.0222222,5.82319,km1,6147,2937,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,128,0.03,0.0222222,5.80103,km1,6058,2964,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,128,0.03,0.0222222,5.82139,km1,6057,2974,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,128,0.03,0.0222222,6.13878,km1,6099,2989,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,128,0.03,0.0222222,5.8608,km1,6053,2955,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,128,0.03,0.0222222,5.87652,km1,6160,2996,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,128,0.03,0.0222222,5.78644,km1,6074,2960,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,128,0.03,0.0222222,5.89731,km1,6058,2976,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,128,0.03,0.0222222,5.91777,km1,6084,2969,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,128,0.03,0.0222222,5.84057,km1,6127,3032,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,16,0.03,0.0292072,5.86097,km1,2341,1600,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,16,0.03,0.0292072,6.05257,km1,2365,1642,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,16,0.03,0.0292072,6.00215,km1,2301,1589,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,16,0.03,0.0292072,6.1648,km1,2295,1590,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,16,0.03,0.0292072,6.27475,km1,2347,1616,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,16,0.03,0.0292072,6.10489,km1,2304,1590,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,16,0.03,0.0292072,5.94979,km1,2363,1580,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,16,0.03,0.0292072,6.1137,km1,2280,1586,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,16,0.03,0.0292072,6.34558,km1,2347,1586,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,16,0.03,0.0292072,5.97978,km1,2313,1592,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,2,0.03,0.0281935,2.04522,km1,145,145,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,2,0.03,0.0297598,2.07475,km1,128,128,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,2,0.03,0.0280195,2.1297,km1,128,128,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,2,0.03,0,2.11035,km1,161,161,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,2,0.03,0.0278455,2.13863,km1,123,123,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,2,0.03,0.0288897,2.14032,km1,119,119,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,2,0.03,0.0269753,1.9231,km1,153,153,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,2,0.03,0.0294118,1.98932,km1,149,149,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,2,0.03,0.0280195,2.06462,km1,127,127,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,2,0.03,0.0288897,2.10377,km1,130,130,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,32,0.03,0.0277778,7.66707,km1,3271,2088,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,32,0.03,0.0277778,7.49195,km1,3276,2105,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,32,0.03,0.0277778,7.93263,km1,3292,2109,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,32,0.03,0.0277778,7.50037,km1,3310,2112,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,32,0.03,0.0277778,7.33337,km1,3262,2093,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,32,0.03,0.0277778,7.51462,km1,3308,2130,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,32,0.03,0.0277778,7.46147,km1,3341,2102,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,32,0.03,0.0277778,8.02172,km1,3296,2118,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,32,0.03,0.0277778,7.59348,km1,3317,2111,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,32,0.03,0.0277778,7.94267,km1,3322,2121,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,4,0.03,0.0278455,2.89447,km1,880,787,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,4,0.03,0.0264532,2.68716,km1,935,836,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,4,0.03,0.0281935,2.78571,km1,883,787,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,4,0.03,0.0264532,3.02985,km1,874,786,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,4,0.03,0.0292377,2.94484,km1,857,761,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,4,0.03,0.0292377,2.93363,km1,898,804,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,4,0.03,0.0268013,2.83005,km1,869,770,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,4,0.03,0.0285416,2.81678,km1,869,785,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,4,0.03,0.0278455,2.79748,km1,876,791,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,4,0.03,0.0281935,2.78204,km1,863,774,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,64,0.03,0.0277778,7.05008,km1,4303,2527,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,64,0.03,0.0277778,7.23585,km1,4313,2505,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,64,0.03,0.0277778,7.07504,km1,4310,2510,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,64,0.03,0.0277778,7.08979,km1,4297,2497,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,64,0.03,0.0277778,7.16859,km1,4337,2561,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,64,0.03,0.0277778,7.15736,km1,4352,2538,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,64,0.03,0.0277778,7.26859,km1,4345,2539,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,64,0.03,0.0277778,7.17532,km1,4299,2565,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,64,0.03,0.0277778,7.172,km1,4318,2534,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,64,0.03,0.0277778,7.43921,km1,4353,2581,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,0,8,0.03,0.0292276,3.94979,km1,1569,1170,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,1,8,0.03,0.0285317,4.33199,km1,1489,1138,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,2,8,0.03,0.0285317,4.52236,km1,1479,1134,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,3,8,0.03,0.0299235,4.39975,km1,1495,1183,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,4,8,0.03,0.0292276,4.31673,km1,1520,1168,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,5,8,0.03,0.0285317,4.69343,km1,1513,1169,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,6,8,0.03,0.0285317,3.89092,km1,1594,1189,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,7,8,0.03,0.0299235,4.04465,km1,1482,1134,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,8,8,0.03,0.0292276,4.06058,km1,1531,1220,no
kKaHyPar-Eco,Oregon-1.mtx.hgr,no,no,9,8,0.03,0.0285317,4.52323,km1,1502,1129,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,0,128,0.03,0.0280899,11.144,km1,18896,5440,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,1,128,0.03,0.0280899,10.9128,km1,18910,5450,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,2,128,0.03,0.0280899,11.0708,km1,18866,5438,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,3,128,0.03,0.0280899,11.139,km1,18903,5447,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,4,128,0.03,0.0280899,11.1089,km1,18941,5443,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,5,128,0.03,0.0280899,10.9913,km1,18867,5434,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,6,128,0.03,0.0280899,10.999,km1,18907,5438,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,7,128,0.03,0.0280899,11.0682,km1,18866,5442,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,8,128,0.03,0.0280899,11.0544,km1,18908,5453,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,9,128,0.03,0.0280899,11.0356,km1,18804,5439,no
kKaHyPar-Eco,p2p-Gnutella25.mtx.hgr,no,no,0,16,0.03,0.0260931,8.03306,km1,12797,5267,no
