algorithm,graph,timeout,interrupted,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,9,2,0.03,0.0231872,83.1851,km1,8613,8613,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,0,32,0.03,0.0299989,278.5,km1,104078,102313,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,1,32,0.03,0.0299989,218.944,km1,96057,94991,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,2,32,0.03,0.0299989,258.888,km1,101097,98782,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,3,32,0.03,0.0299989,221.962,km1,100601,98303,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,4,32,0.03,0.0299989,273.303,km1,101292,99830,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,5,32,0.03,0.0299989,250.201,km1,104169,102473,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,6,32,0.03,0.0299989,310.032,km1,103419,101169,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,7,32,0.03,0.0299989,276.059,km1,109324,107942,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,8,32,0.03,0.0299989,350.833,km1,102406,100872,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,9,32,0.03,0.0299989,236.235,km1,99800,98363,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,0,4,0.03,0.0297231,107.509,km1,22039,21971,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,1,4,0.03,0.0299999,142.63,km1,20751,20718,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,2,4,0.03,0.0299999,259.622,km1,22054,22022,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,3,4,0.03,0.0217481,101.778,km1,22206,22190,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,4,4,0.03,0.0156918,145.008,km1,21500,21464,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,5,4,0.03,0.0180211,164.367,km1,23049,23047,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,6,4,0.03,0.029843,109.754,km1,18078,18000,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,7,4,0.03,0.0271954,125.583,km1,19302,19289,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,8,4,0.03,0.0147924,148.469,km1,21511,21472,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,9,4,0.03,0.0275598,104.763,km1,17822,17351,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,0,64,0.03,0.0299609,292.254,km1,150998,147281,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,1,64,0.03,0.0299609,304.501,km1,152716,149353,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,2,64,0.03,0.0299609,295.63,km1,151026,146952,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,3,64,0.03,0.0299609,298.871,km1,150791,146068,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,4,64,0.03,0.0299609,284.076,km1,152911,148440,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,5,64,0.03,0.0299609,318.989,km1,153761,150238,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,6,64,0.03,0.0299609,305.172,km1,154778,152252,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,7,64,0.03,0.0299609,314.133,km1,151356,147274,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,8,64,0.03,0.0299609,297.391,km1,153428,148913,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,9,64,0.03,0.0299609,273.76,km1,147587,146179,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,0,8,0.03,0.0271031,326.984,km1,38905,38802,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,1,8,0.03,0.0299259,154.242,km1,36221,35915,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,2,8,0.03,0.0299997,178.892,km1,35688,35596,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,3,8,0.03,0.0299997,162.973,km1,36415,35746,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,4,8,0.03,0.0299167,135.873,km1,37116,36831,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,5,8,0.03,0.0299997,164.447,km1,34660,34382,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,6,8,0.03,0.0298244,132.089,km1,38102,37833,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,7,8,0.03,0.0299905,160.464,km1,35813,35509,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,8,8,0.03,0.0259499,140.515,km1,36781,36485,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.hgr,no,no,9,8,0.03,0.0285145,124.094,km1,35773,35535,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,128,0.03,0.0298111,170.19,km1,236247,229805,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,128,0.03,0.0298111,165.107,km1,235918,229095,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,128,0.03,0.0298111,155.974,km1,236011,228789,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,128,0.03,0.0298111,162.173,km1,239647,232373,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,128,0.03,0.0298111,175.868,km1,240634,233652,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,128,0.03,0.0298111,171.149,km1,235500,229107,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,128,0.03,0.0298111,164.386,km1,237891,231680,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,128,0.03,0.0298111,164.298,km1,240711,234382,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,128,0.03,0.0298111,158.569,km1,237563,230414,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,128,0.03,0.0298111,162.445,km1,240724,233546,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,16,0.03,0.0299989,68.0744,km1,57537,56911,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,16,0.03,0.0299989,63.9478,km1,57952,57551,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,16,0.03,0.0299989,70.8496,km1,55773,55225,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,16,0.03,0.0299989,80.7453,km1,58943,58272,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,16,0.03,0.0299989,133.702,km1,57070,56757,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,16,0.03,0.0299989,81.9209,km1,58314,57901,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,16,0.03,0.0299989,145.868,km1,57432,57037,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,16,0.03,0.0299989,78.7205,km1,57918,56977,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,16,0.03,0.0299989,75.74,km1,58870,58241,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,16,0.03,0.0299989,116.461,km1,58473,58204,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,2,0.03,0.0283394,28.9088,km1,7733,7733,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,2,0.03,0.0214898,30.1061,km1,7734,7734,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,2,0.03,0.0184778,34.0975,km1,11542,11542,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,2,0.03,0.0201844,30.3566,km1,11053,11053,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,2,0.03,0.0201844,34.1945,km1,11053,11053,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,2,0.03,0.0258255,29.7421,km1,8644,8644,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,2,0.03,0.0299814,48.0205,km1,10295,10295,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,2,0.03,0.0283394,32.6291,km1,7733,7733,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,2,0.03,0.0258255,30.9837,km1,8644,8644,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,2,0.03,0.0299676,40.957,km1,10294,10294,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,32,0.03,0.0299609,119.856,km1,99761,98854,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,32,0.03,0.0299609,121.696,km1,101083,99607,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,32,0.03,0.0299609,115.902,km1,101096,99817,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,32,0.03,0.0299609,103.2,km1,100128,98226,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,32,0.03,0.0299609,115.367,km1,100320,98473,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,32,0.03,0.0299609,135.106,km1,100777,98628,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,32,0.03,0.0299609,119.673,km1,101730,100084,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,32,0.03,0.0299609,140.69,km1,101186,99349,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,32,0.03,0.0299609,118.398,km1,100584,99573,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,32,0.03,0.0299609,117.516,km1,101102,99590,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,4,0.03,0.0299997,67.1237,km1,23089,23059,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,4,0.03,0.0299997,123.663,km1,21834,21817,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,4,0.03,0.0299075,41.2095,km1,21906,21715,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,4,0.03,0.0299997,46.4768,km1,22133,22117,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,4,0.03,0.0296215,44.2773,km1,21909,21728,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,4,0.03,0.0299997,50.9155,km1,22930,22874,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,4,0.03,0.0299997,49.1767,km1,21896,21735,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,4,0.03,0.0159039,40.503,km1,20752,20605,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,4,0.03,0.0299997,50.4023,km1,20867,20677,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,4,0.03,0.0295846,43.7358,km1,21914,21730,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,64,0.03,0.0299587,134.627,km1,157679,152884,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,64,0.03,0.0299587,141.701,km1,155331,149593,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,64,0.03,0.0299587,144.022,km1,157047,151648,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,64,0.03,0.0299587,158.042,km1,156689,151295,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,64,0.03,0.0299587,148.75,km1,155245,149041,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,64,0.03,0.0299587,145.165,km1,155411,149930,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,64,0.03,0.0299587,152.559,km1,154183,149248,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,64,0.03,0.0299587,152.867,km1,154320,149510,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,64,0.03,0.0299587,164.676,km1,157020,152417,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,64,0.03,0.0299587,151.533,km1,156477,150708,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,0,8,0.03,0.0299994,59.556,km1,37285,36993,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,1,8,0.03,0.0299994,88.8356,km1,35424,35148,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,2,8,0.03,0.0299994,67.6881,km1,34744,34626,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,3,8,0.03,0.0299994,59.9927,km1,38023,37764,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,4,8,0.03,0.0299994,67.4731,km1,34902,34574,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,5,8,0.03,0.0299994,67.2245,km1,37432,37127,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,6,8,0.03,0.0299994,72.3327,km1,34901,34552,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,7,8,0.03,0.0266231,56.9111,km1,34944,34892,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,8,8,0.03,0.0299994,52.1917,km1,35747,35600,no
kKaHyPar-Eco,sat14_manol-pipe-c10nidw.cnf.primal.hgr,no,no,9,8,0.03,0.0299994,85.7146,km1,35674,35337,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,128,0.03,0.0299248,313.517,km1,22216,10788,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,128,0.03,0.0299248,302.773,km1,21894,10726,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,128,0.03,0.0299248,313.329,km1,21676,10799,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,128,0.03,0.0299248,312.901,km1,21802,10877,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,128,0.03,0.0299248,308.418,km1,21851,10891,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,128,0.03,0.0297648,302.821,km1,21671,10593,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,128,0.03,0.0299248,293.933,km1,21748,10433,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,128,0.03,0.0299248,326.833,km1,22127,11040,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,128,0.03,0.0299248,299.121,km1,21916,10593,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,128,0.03,0.0299248,308.654,km1,21910,10799,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,16,0.03,0.0277444,105.62,km1,6816,4558,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,16,0.03,0.0286246,98.7105,km1,6901,4514,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,16,0.03,0.0286846,104.133,km1,6806,4640,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,16,0.03,0.0297648,147.299,km1,6650,4439,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,16,0.03,0.0290446,116.883,km1,6782,4457,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,16,0.03,0.0299448,186.174,km1,6927,4598,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,16,0.03,0.0299448,124.789,km1,6771,4585,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,16,0.03,0.0293447,105.033,km1,6966,4572,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,16,0.03,0.0298848,107.685,km1,6702,4717,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,16,0.03,0.0294447,102.263,km1,6737,4578,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,2,0.03,0.0294924,41.3801,km1,1131,1131,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,2,0.03,0.0224187,25.4689,km1,1059,1059,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,2,0.03,0.00821636,18.9238,km1,1083,1083,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,2,0.03,0.0276721,24.4712,km1,1096,1096,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,2,0.03,0.0168503,25.6282,km1,1055,1055,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,2,0.03,0.00840389,19.2935,km1,1083,1083,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,2,0.03,0.0211485,25.9756,km1,1069,1069,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,2,0.03,0.0225662,26.0391,km1,1060,1060,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,2,0.03,0.0079013,18.983,km1,1081,1081,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,2,0.03,0.00826636,19.5238,km1,1081,1081,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,32,0.03,0.0298848,162.33,km1,10614,6065,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,32,0.03,0.0297648,142.605,km1,10745,6112,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,32,0.03,0.0298848,144.653,km1,10519,5909,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,32,0.03,0.0298848,157.04,km1,10625,6010,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,32,0.03,0.0289646,144.167,km1,10500,6167,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,32,0.03,0.0293247,167.167,km1,10784,6050,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,32,0.03,0.0290046,140.73,km1,10885,6258,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,32,0.03,0.0296447,186.888,km1,10645,6013,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,32,0.03,0.0297648,144.647,km1,10878,5900,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,32,0.03,0.0297648,154.749,km1,10805,6040,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,4,0.03,0.0164777,35.4374,km1,1770,1702,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,4,0.03,0.0167228,34.7149,km1,1789,1691,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,4,0.03,0.0210135,46.1446,km1,1979,1820,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,4,0.03,0.0229788,56.487,km1,2013,1829,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,4,0.03,0.0288098,62.2515,km1,2184,2155,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,4,0.03,0.0275695,34.5045,km1,1770,1702,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,4,0.03,0.0299649,46.7188,km1,1774,1703,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,4,0.03,0.0293848,73.1581,km1,2165,2136,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,4,0.03,0.0195732,34.6421,km1,1775,1701,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,4,0.03,0.0248991,34.6439,km1,1774,1695,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,64,0.03,0.0288046,201.258,km1,15819,7542,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,64,0.03,0.0296047,240.542,km1,15969,7489,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,64,0.03,0.0297648,244.525,km1,15842,7819,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,64,0.03,0.0297648,247.51,km1,15828,7707,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,64,0.03,0.0298448,256.481,km1,15988,7786,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,64,0.03,0.0299248,223.944,km1,16047,7934,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,64,0.03,0.0299248,256.915,km1,16028,7703,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,64,0.03,0.0297648,214.356,km1,15842,7665,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,64,0.03,0.0297648,259.643,km1,15748,7676,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,64,0.03,0.0296047,237.453,km1,16365,7884,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,0,8,0.03,0.0288346,70.1023,km1,3811,3059,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,1,8,0.03,0.0233437,67.7059,km1,4009,3278,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,2,8,0.03,0.0253541,69.8787,km1,4073,3233,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,3,8,0.03,0.0291347,82.9442,km1,3947,3070,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,4,8,0.03,0.0284145,66.1038,km1,3801,3265,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,5,8,0.03,0.0282945,77.0497,km1,4471,3497,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,6,8,0.03,0.0253241,69.0003,km1,4044,3282,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,7,8,0.03,0.0278945,74.0348,km1,4347,3501,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,8,8,0.03,0.0239238,69.0112,km1,4026,3215,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.dual.hgr,no,no,9,8,0.03,0.0260442,68.8557,km1,3884,3142,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,0,128,0.03,0.0299715,200.908,km1,144631,141699,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,1,128,0.03,0.0299715,206.595,km1,144633,141257,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,2,128,0.03,0.0299715,187.148,km1,148688,145692,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,3,128,0.03,0.0299715,196,km1,144582,141636,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,4,128,0.03,0.0299715,203.952,km1,147487,144366,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,5,128,0.03,0.0299715,224.671,km1,145659,142599,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,6,128,0.03,0.0299715,210.391,km1,145821,143196,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,7,128,0.03,0.0299715,209.245,km1,146304,143190,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,8,128,0.03,0.0299715,202.222,km1,147462,145230,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,9,128,0.03,0.0299715,204.826,km1,146331,143335,no
kKaHyPar-Eco,sat14_manol-pipe-c8nidw.cnf.hgr,no,no,0,16,0.03,0.0299426,89.8842,km1,42127,41218,no
