Zoltan,192bit.mtx.hgr,no,0,128,0.03,0.028999999999999915,6.97,cut,92130,13677,no
Zoltan,192bit.mtx.hgr,no,1,128,0.03,0.028999999999999915,7.35,cut,91424,13677,no
Zoltan,192bit.mtx.hgr,no,2,128,0.03,0.028999999999999915,7.21,cut,93013,13675,no
Zoltan,192bit.mtx.hgr,no,3,128,0.03,0.028999999999999915,7.0,cut,93645,13675,no
Zoltan,192bit.mtx.hgr,no,4,128,0.03,0.028999999999999915,7.51,cut,95129,13676,no
Zoltan,192bit.mtx.hgr,no,5,128,0.03,0.028999999999999915,7.41,cut,93356,13676,no
Zoltan,192bit.mtx.hgr,no,6,128,0.03,0.028999999999999915,6.9,cut,91360,13676,no
Zoltan,192bit.mtx.hgr,no,7,128,0.03,0.028999999999999915,6.85,cut,92589,13676,no
Zoltan,192bit.mtx.hgr,no,8,128,0.03,0.028999999999999915,7.07,cut,93913,13675,no
Zoltan,192bit.mtx.hgr,no,9,128,0.03,0.028999999999999915,8.02,cut,92803,13676,no
Zoltan,192bit.mtx.hgr,no,0,16,0.03,0.028999999999999915,6.86,cut,54352,13530,no
Zoltan,192bit.mtx.hgr,no,1,16,0.03,0.028999999999999915,7.2,cut,54185,13513,no
Zoltan,192bit.mtx.hgr,no,2,16,0.03,0.028999999999999915,7.05,cut,53691,13513,no
Zoltan,192bit.mtx.hgr,no,3,16,0.03,0.028999999999999915,6.69,cut,54149,13513,no
Zoltan,192bit.mtx.hgr,no,4,16,0.03,0.028999999999999915,7.35,cut,54523,13523,no
Zoltan,192bit.mtx.hgr,no,5,16,0.03,0.028999999999999915,7.19,cut,54415,13526,no
Zoltan,192bit.mtx.hgr,no,6,16,0.03,0.028999999999999915,6.74,cut,54377,13531,no
Zoltan,192bit.mtx.hgr,no,7,16,0.03,0.028999999999999915,6.69,cut,54602,13527,no
Zoltan,192bit.mtx.hgr,no,8,16,0.03,0.028999999999999915,6.67,cut,54317,13520,no
Zoltan,192bit.mtx.hgr,no,9,16,0.03,0.028999999999999915,7.68,cut,54478,13533,no
Zoltan,192bit.mtx.hgr,no,0,2,0.03,0.03,5.42,cut,7711,7711,no
Zoltan,192bit.mtx.hgr,no,1,2,0.03,0.03,5.32,cut,7673,7673,no
Zoltan,192bit.mtx.hgr,no,2,2,0.03,0.03,5.41,cut,7630,7630,no
Zoltan,192bit.mtx.hgr,no,3,2,0.03,0.03,5.27,cut,7663,7663,no
Zoltan,192bit.mtx.hgr,no,4,2,0.03,0.03,4.8,cut,7661,7661,no
Zoltan,192bit.mtx.hgr,no,5,2,0.03,0.03,5.07,cut,7658,7658,no
Zoltan,192bit.mtx.hgr,no,6,2,0.03,0.03,5.25,cut,7641,7641,no
Zoltan,192bit.mtx.hgr,no,7,2,0.03,0.03,5.38,cut,7625,7625,no
Zoltan,192bit.mtx.hgr,no,8,2,0.03,0.03,5.02,cut,7690,7690,no
Zoltan,192bit.mtx.hgr,no,9,2,0.03,0.03,5.12,cut,7635,7635,no
Zoltan,192bit.mtx.hgr,no,0,32,0.03,0.028999999999999915,6.87,cut,68802,13626,no
Zoltan,192bit.mtx.hgr,no,1,32,0.03,0.028999999999999915,7.29,cut,69213,13615,no
Zoltan,192bit.mtx.hgr,no,2,32,0.03,0.028999999999999915,7.05,cut,69270,13621,no
Zoltan,192bit.mtx.hgr,no,3,32,0.03,0.028999999999999915,6.66,cut,69479,13618,no
Zoltan,192bit.mtx.hgr,no,4,32,0.03,0.028999999999999915,7.36,cut,69568,13626,no
Zoltan,192bit.mtx.hgr,no,5,32,0.03,0.028999999999999915,7.2,cut,70108,13626,no
Zoltan,192bit.mtx.hgr,no,6,32,0.03,0.028999999999999915,6.74,cut,69777,13624,no
Zoltan,192bit.mtx.hgr,no,7,32,0.03,0.028999999999999915,6.71,cut,70412,13634,no
Zoltan,192bit.mtx.hgr,no,8,32,0.03,0.028999999999999915,6.46,cut,69497,13621,no
Zoltan,192bit.mtx.hgr,no,9,32,0.03,0.028999999999999915,7.6,cut,69928,13620,no
Zoltan,192bit.mtx.hgr,no,0,4,0.03,0.03,6.61,cut,20832,11644,no
Zoltan,192bit.mtx.hgr,no,1,4,0.03,0.03,6.86,cut,20891,11648,no
Zoltan,192bit.mtx.hgr,no,2,4,0.03,0.03,6.93,cut,20677,11620,no
Zoltan,192bit.mtx.hgr,no,3,4,0.03,0.03,6.74,cut,20680,11624,no
Zoltan,192bit.mtx.hgr,no,4,4,0.03,0.03,7.16,cut,20843,11658,no
Zoltan,192bit.mtx.hgr,no,5,4,0.03,0.03,7.19,cut,20761,11623,no
Zoltan,192bit.mtx.hgr,no,6,4,0.03,0.03,6.18,cut,20775,11639,no
