"graph","k","seed","epsilon","km1","imbalance","totalPartitionTime","failed","timeout","algorithm","objective","cut"
"3Dspectralwave2.mtx.hgr",16,4,0.03,67832,0.03,633.08,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,5,0.03,69516,0.03,621.4,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,6,0.03,67858,0.03,620.36,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,7,0.03,69482,0.03,620.52,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,8,0.03,68289,0.03,624.37,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,9,0.03,67593,0.03,621.54,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",16,10,0.03,67465,0.03,618.62,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,1,0.03,98810,0.03,774.66,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,2,0.03,98190,0.03,775.64,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,3,0.03,99131,0.03,772.13,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,4,0.03,97491,0.03,781.95,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,5,0.03,98705,0.03,766.96,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,6,0.03,97139,0.03,772.03,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,7,0.03,99595,0.03,773.93,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,8,0.03,99760,0.03,779.64,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,9,0.03,98139,0.03,773.87,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",32,10,0.03,99779,0.03,774.41,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,1,0.03,142194,0.03,924.81,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,2,0.03,142968,0.03,919.03,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,3,0.03,142100,0.03,916.38,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,4,0.03,142334,0.03,929.89,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,5,0.03,142989,0.03,926.3,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,6,0.03,140151,0.03,912.32,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,7,0.03,140663,0.03,915.17,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,8,0.03,144266,0.03,921.17,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,9,0.03,140204,0.03,916.27,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",64,10,0.03,141147,0.03,919.44,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,1,0.03,199245,0.03,1059.15,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,2,0.03,201536,0.03,1056.68,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,3,0.03,198605,0.03,1057.42,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,4,0.03,199069,0.03,1054.29,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,5,0.03,200248,0.03,1055.93,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,6,0.03,197120,0.03,1065.77,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,7,0.03,198909,0.03,1082.91,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,8,0.03,199766,0.03,1058.36,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,9,0.03,199062,0.03,1073.87,"no","no","Zoltan-AlgD","km1",0
"3Dspectralwave2.mtx.hgr",128,10,0.03,199795,0.03,1088.66,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,1,0.03,270,0.03,4.29,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,2,0.03,226,0.023,4.23,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,3,0.03,214,0.025,4.64,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,4,0.03,236,0.03,4.34,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,5,0.03,246,0.019,4.38,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,6,0.03,230,0.028,5.06,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,7,0.03,262,0.029,4.21,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,8,0.03,222,0.01,4.29,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,9,0.03,224,0.021,4.38,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",2,10,0.03,230,0.012,4.31,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,1,0.03,696,0.03,8.86,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,2,0.03,692,0.03,8.86,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,3,0.03,706,0.03,8.7,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,4,0.03,732,0.03,8.28,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,5,0.03,712,0.03,8.73,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,6,0.03,694,0.029,9.08,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,7,0.03,718,0.03,9.09,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,8,0.03,712,0.03,8.74,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,9,0.03,702,0.03,8.84,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",4,10,0.03,712,0.03,8.79,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,1,0.03,1270,0.024,12.68,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,2,0.03,1188,0.03,13.24,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,3,0.03,1154,0.029,13.04,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,4,0.03,1328,0.03,12.9,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,5,0.03,1252,0.03,12.79,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,6,0.03,1210,0.03,13.33,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,7,0.03,1288,0.03,13.03,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,8,0.03,1282,0.03,13,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,9,0.03,1228,0.03,12.92,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",8,10,0.03,1186,0.03,13.25,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,1,0.03,2066,0.03,16.69,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,2,0.03,2002,0.03,16.87,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,3,0.03,2100,0.029,16.9,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,4,0.03,2208,0.03,16.85,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,5,0.03,2010,0.03,16.83,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,6,0.03,1930,0.03,17.13,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,7,0.03,2066,0.03,17.07,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,8,0.03,1972,0.03,17.14,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,9,0.03,1992,0.03,16.88,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",16,10,0.03,2044,0.029,16.8,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,1,0.03,3352,0.029,20.89,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,2,0.03,3214,0.029,20.73,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,3,0.03,3254,0.029,20.76,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,4,0.03,3150,0.029,20.9,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,5,0.03,3264,0.029,20.83,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,6,0.03,3240,0.029,21,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,7,0.03,3308,0.029,20.62,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,8,0.03,3338,0.029,21.15,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,9,0.03,3260,0.029,21.08,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",32,10,0.03,3230,0.029,20.56,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,1,0.03,5007,0.031,24.66,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,2,0.03,4904,0.028,23.89,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,3,0.03,4932,0.031,23.72,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,4,0.03,4958,0.031,24.17,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,5,0.03,5065,0.031,24.02,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,6,0.03,4983,0.031,24.01,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,7,0.03,4887,0.031,24.35,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,8,0.03,4997,0.031,24.1,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,9,0.03,4952,0.031,24.18,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",64,10,0.03,5011,0.031,23.85,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,1,0.03,7602,0.033,25.76,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,2,0.03,7488,0.033,25.56,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,3,0.03,7527,0.033,25.74,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,4,0.03,7546,0.028,25.62,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,5,0.03,7488,0.033,25.4,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,6,0.03,7384,0.028,26.22,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,7,0.03,7520,0.033,26,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,8,0.03,7493,0.033,25.68,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,9,0.03,7521,0.033,25.95,"no","no","Zoltan-AlgD","km1",0
"ABACUS_shell_hd.mtx.hgr",128,10,0.03,7529,0.033,25.66,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,1,0.03,1750,0.022,145.44,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,2,0.03,1790,0.007,144.75,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,3,0.03,1700,0.01,169.89,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,4,0.03,1780,0.016,149.72,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,5,0.03,1780,0.022,156.24,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,6,0.03,1700,0.019,152.37,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,7,0.03,1760,0.006,144.82,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,8,0.03,1720,0.024,157.58,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,9,0.03,1700,0.023,152.87,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",2,10,0.03,1740,0.024,156.09,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,1,0.03,5130,0.021,300.34,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,2,0.03,5210,0.013,294.62,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,3,0.03,5760,0.018,313.3,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,4,0.03,5230,0.03,316.06,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,5,0.03,5280,0.03,317.18,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,6,0.03,5500,0.024,309.55,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,7,0.03,5280,0.023,287.23,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,8,0.03,5260,0.03,296.91,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,9,0.03,5220,0.029,319.46,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",4,10,0.03,5260,0.014,305.59,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,1,0.03,12030,0.03,439.86,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,2,0.03,12200,0.03,432.77,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,3,0.03,12115,0.03,463.05,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,4,0.03,12275,0.03,439.71,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,5,0.03,11850,0.028,472.59,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,6,0.03,11885,0.03,463.46,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,7,0.03,12165,0.029,453.02,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,8,0.03,12030,0.029,456.79,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,9,0.03,11990,0.03,472.75,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",8,10,0.03,11935,0.022,462.22,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,1,0.03,18845,0.03,588.49,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,2,0.03,19515,0.03,580.33,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,3,0.03,19670,0.03,603.3,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,4,0.03,19210,0.03,582.72,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,5,0.03,18935,0.03,606.78,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,6,0.03,19965,0.03,589.92,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,7,0.03,18880,0.03,596.48,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,8,0.03,18855,0.03,593.77,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,9,0.03,18790,0.03,627.11,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",16,10,0.03,19070,0.03,599.25,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,1,0.03,31590,0.03,718.75,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,2,0.03,31040,0.03,742.06,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,3,0.03,30865,0.03,765.91,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,4,0.03,31265,0.03,732.8,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,5,0.03,30895,0.03,742.68,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,6,0.03,31530,0.03,753.13,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,7,0.03,31440,0.03,739.41,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,8,0.03,31365,0.03,754.36,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,9,0.03,31990,0.03,727.86,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",32,10,0.03,31060,0.03,752.69,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,1,0.03,46835,0.03,875.46,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,2,0.03,46695,0.03,878.33,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,3,0.03,47155,0.03,898.13,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,4,0.03,46915,0.03,875.94,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,5,0.03,47385,0.03,879.99,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,6,0.03,46790,0.03,902.89,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,7,0.03,46820,0.03,873.7,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,8,0.03,46490,0.03,892.96,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,9,0.03,47020,0.03,903.61,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",64,10,0.03,46810,0.03,883.19,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,1,0.03,70185,0.03,1024,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,2,0.03,69800,0.03,1011.26,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,3,0.03,70440,0.03,1023.45,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,4,0.03,70065,0.03,1042.43,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,5,0.03,70090,0.03,1022.84,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,6,0.03,69855,0.03,1016.89,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,7,0.03,70300,0.03,1007.9,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,8,0.03,69250,0.03,1001.77,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,9,0.03,69405,0.03,1021.46,"no","no","Zoltan-AlgD","km1",0
"af_4_k101.mtx.hgr",128,10,0.03,69645,0.029,1018.81,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,1,0.03,1915,0.017,164.33,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,2,0.03,1960,0.002,177.98,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,3,0.03,1970,0.023,147.22,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,4,0.03,2040,0.008,164.48,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,5,0.03,1965,0.004,193.33,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,6,0.03,1980,0.006,152.1,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,7,0.03,2055,0.007,159.12,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,8,0.03,2010,0.01,145.52,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,9,0.03,1960,0.03,153.27,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",2,10,0.03,1980,0.03,150.83,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,1,0.03,4755,0.017,291.11,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,2,0.03,4935,0.03,321.33,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,3,0.03,4890,0.025,298.66,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,4,0.03,4715,0.03,311.96,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,5,0.03,4650,0.029,334.33,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,6,0.03,4755,0.028,306.69,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,7,0.03,4755,0.02,301.12,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,8,0.03,4700,0.03,314.07,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,9,0.03,4820,0.019,305.55,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",4,10,0.03,4775,0.001,298.49,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,1,0.03,9125,0.03,440.09,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,2,0.03,9305,0.024,475.69,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,3,0.03,9420,0.03,446.86,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,4,0.03,9240,0.025,468.27,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,5,0.03,8960,0.03,497.01,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,6,0.03,9215,0.029,456.1,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,7,0.03,9065,0.03,454.7,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,8,0.03,9130,0.03,454.56,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,9,0.03,9570,0.03,456.8,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",8,10,0.03,9145,0.03,448.38,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,1,0.03,17705,0.03,590.85,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,2,0.03,17755,0.03,620.72,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,3,0.03,17630,0.03,604.81,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,4,0.03,18380,0.03,608.87,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,5,0.03,17850,0.03,632.73,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,6,0.03,18080,0.03,611.66,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,7,0.03,17330,0.03,601.27,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,8,0.03,18265,0.03,600.58,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,9,0.03,17555,0.03,626.24,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",16,10,0.03,17800,0.03,625.45,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,1,0.03,29475,0.03,752.99,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,2,0.03,30200,0.03,742.31,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,3,0.03,29595,0.03,737.27,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,4,0.03,30280,0.03,733.55,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,5,0.03,28850,0.03,790.74,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,6,0.03,29410,0.03,749.54,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,7,0.03,29510,0.03,734.66,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,8,0.03,29405,0.03,749.17,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,9,0.03,28875,0.03,764.08,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",32,10,0.03,29400,0.03,742.69,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,1,0.03,45050,0.03,868.63,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,2,0.03,45755,0.03,903.83,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,3,0.03,45985,0.03,886.42,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,4,0.03,45260,0.03,875.29,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,5,0.03,44765,0.03,928.48,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,6,0.03,45785,0.03,875.7,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,7,0.03,44805,0.03,877.98,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,8,0.03,45200,0.03,884.73,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,9,0.03,45505,0.03,877.79,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",64,10,0.03,46130,0.03,880.75,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",128,1,0.03,68020,0.03,1035.93,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",128,2,0.03,68935,0.03,1020.5,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",128,3,0.03,68055,0.03,1026.92,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",128,4,0.03,68645,0.03,1027.47,"no","no","Zoltan-AlgD","km1",0
"af_shell1.mtx.hgr",128,5,0.03,68140,0.029,1068.24,"no","no","Zoltan-AlgD","km1",0
