"graph","k","epsilon","seed","km1","imbalance","totalPartitionTime","objective","algorithm","failed","timeout","cut"
"2cubes_sphere.mtx.hgr",4,0.03,8,10889,0.020178930359,43.527,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",4,0.03,9,10844,0.0281007370039,43.649,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",4,0.03,10,10931,0.0299530997517,42.894,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,1,19097,0.0288484275242,49.522,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,2,18986,0.0226215811461,49.327,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,3,19214,0.0299519192875,49.496,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,4,19059,0.0298730984472,49.8,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,5,19172,0.0299519192875,50.09,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,6,18879,0.0298730984472,49.591,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,7,19086,0.0296366359265,48.946,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,8,18844,0.0261685189564,49.535,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,9,19153,0.0299519192875,49.155,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",8,0.03,10,19041,0.0232521478679,48.914,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,1,27716,0.0297919293821,61.864,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,2,27838,0.0297919293821,63.644,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,3,27599,0.0296343001261,62.808,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,4,28105,0.0297919293821,61.674,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,5,27742,0.0297919293821,62.911,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,6,27686,0.0297919293821,62.454,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,7,27897,0.0282156368222,63.72,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,8,27838,0.0297919293821,62.912,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,9,27898,0.0297919293821,62.281,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",16,0.03,10,27894,0.0297919293821,64.002,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,1,38719,0.0296343001261,88.329,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,2,38564,0.0296343001261,88.642,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,3,38457,0.0296343001261,88.086,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,4,38686,0.0296343001261,86.787,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,5,38690,0.0296343001261,87.283,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,6,38812,0.0296343001261,88.083,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,7,38465,0.0296343001261,87.724,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,8,38657,0.0296343001261,88.705,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,9,38634,0.0296343001261,88.514,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",32,0.03,10,38715,0.0296343001261,89.481,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,1,52427,0.0296343001261,141.056,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,2,52994,0.0296343001261,140.924,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,3,52826,0.0296343001261,143.952,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,4,52636,0.0296343001261,143.887,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,5,52558,0.0296343001261,136.939,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,6,52942,0.0296343001261,145.186,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,7,52696,0.0296343001261,149.263,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,8,52871,0.0296343001261,143.798,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,9,52671,0.0296343001261,149.466,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",64,0.03,10,52708,0.0296343001261,143.608,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,1,71271,0.0290037831021,228.03,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,2,71200,0.0290037831021,227.969,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,3,70680,0.0290037831021,229.719,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,4,71315,0.0290037831021,231.74,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,5,71214,0.0290037831021,232.488,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,6,71040,0.0290037831021,233.028,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,7,71169,0.0290037831021,228.897,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,8,71402,0.0290037831021,232.866,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,9,70818,0.0290037831021,229.799,"km1","hMetis-K","no","no",0
"2cubes_sphere.mtx.hgr",128,0.03,10,70938,0.0290037831021,228.551,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,1,467,0,4.881,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,2,469,0.00388744909293,5.41,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,3,469,0.0140318400592,5.405,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,4,470,0.0194002221399,5.115,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,5,471,0,5.457,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,6,470,0.0187338022954,4.676,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,7,473,3.70233246945e-05,4.661,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,8,469,0.00444279896335,5.123,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,9,468,0.00918178452425,5.312,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",2,0.03,10,472,0,5.841,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,1,1249,0.000592373195113,6.399,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,2,1262,0.0160681229174,4.954,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,3,1255,0.0178452425028,5.049,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,4,1256,0.0235468345057,5.343,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,5,1249,0.000740466493891,6.119,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,6,1258,0.0102184376157,4.904,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,7,1253,0.0095520177712,5.335,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,8,1253,0.0179933358016,5.326,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,9,1251,0.0202887819326,5.294,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,10,1260,0.0235468345057,4.976,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,1,2672,0.0174737153858,7.231,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,2,2679,0.00533096401599,7.368,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,3,2682,0.00192507033911,7.187,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,4,2676,0.0130312453724,7.166,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,5,2676,0.0140678217089,7.949,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,6,2680,0.00459055234711,6.764,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,7,2686,0.0198430327262,5.705,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,8,2681,0.001332741004,8.299,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,9,2700,0.00844069302532,5.708,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,10,2686,0.00710795202132,6.059,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,1,4645,0.00769914124963,10.051,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,2,4685,0.0091797453361,9.754,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,3,4699,0.0174711282203,8.776,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,4,4682,0.00829138288422,10.477,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,5,4676,0.00681077879775,10.624,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,6,4651,0.0198400947587,10.543,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,7,4661,0.0118448326917,10.518,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,8,4671,0.0189517323068,10.586,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,9,4618,0.0198400947587,10.583,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",16,0.03,10,4701,0.0210245780278,10.56,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,1,7240,0.0195381882771,15.237,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,2,7282,0.01243339254,14.778,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,3,7247,0.0183540556542,15.049,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,4,7212,0.0177619893428,15.096,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,5,7221,0.0248667850799,14.71,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,6,7140,0.0236826524571,14.678,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,7,7293,0.0177619893428,15.008,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,8,7261,0.0177619893428,14.741,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,9,7211,0.0201302545885,14.883,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",32,0.03,10,7311,0.0177619893428,15.049,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,1,11031,0.0260355029586,26.477,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,2,11067,0.0260355029586,26.808,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,3,11069,0.0260355029586,26.605,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,4,11013,0.0224852071006,25.857,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,5,11028,0.0260355029586,26.506,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,6,11086,0.0260355029586,27.491,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,7,11099,0.0272189349112,25.763,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,8,11047,0.0224852071006,26.115,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,9,11021,0.0260355029586,25.907,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",64,0.03,10,11054,0.0272189349112,27.108,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,1,16212,0.0496453900709,41.248,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,2,16297,0.0567375886525,41.246,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,3,16332,0.0709219858156,41.816,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,4,16294,0.0992907801418,41.893,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,5,16251,0.0354609929078,42.58,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,6,16277,0.0283687943262,41.616,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,7,16334,0.0425531914894,41.919,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,8,16320,0.063829787234,40.632,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,9,16322,0.0425531914894,40.712,"km1","hMetis-K","no","no",0
"2D_54019_highK.mtx.hgr",128,0.03,10,16300,0.0496453900709,40.527,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,1,7048,0.0291293389222,174.637,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,2,7268,0.00221911728446,175.181,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,3,6965,0.0296156269691,189.71,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,4,7268,0.0107257335415,175.756,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,5,7160,0.0299375359579,175.545,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,6,7169,0.0299991781047,187.939,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,7,7022,0.0293759075094,175.223,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,8,7248,0.0271636393523,174.752,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,9,7095,0.0280608750445,176.688,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",2,0.03,10,6985,0.0285334648366,193.476,"km1","hMetis-K","no","no",0
"3Dspectralwave2.mtx.hgr",4,0.03,1,21096,0.0326292430344,178.573,"km1","hMetis-K","no","no",0
