"graph","k","epsilon","seed","objective","km1","imbalance","totalPartitionTime","algorithm","failed","timeout","cut"
"2D_54019_highK.mtx.hgr",4,0.03,2,"km1",1263,0.03,48,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,3,"km1",1262,0.0289999999999999,46.81,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,4,"km1",1260,0.0229999999999999,48.79,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,5,"km1",1262,0.024,44.41,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,6,"km1",1257,0.028,44.86,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,7,"km1",1254,0.0269999999999999,46.83,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,8,"km1",1277,0.026,45.65,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,9,"km1",1274,0.0169999999999999,44.56,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",4,0.03,10,"km1",1254,0.03,46.92,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,1,"km1",2679,0.03,66.97,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,2,"km1",2714,0.03,71.69,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,3,"km1",2701,0.026,70.69,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,4,"km1",2784,0.03,72.85,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,5,"km1",2713,0.0289999999999999,69.08,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,6,"km1",2707,0.0289999999999999,66.72,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,7,"km1",2689,0.028,70.67,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,8,"km1",2743,0.03,67.13,"Zoltan-AlgD","no","no",0
"2D_54019_highK.mtx.hgr",8,0.03,9,"km1",2770,0.0289999999999999,66.34,"Zoltan-AlgD","no","no",0
