,graph,k,epsilon,km1,imbalance,objective,totalPartitionTime,algorithm,failed,timeout,cut
795,kkt_power.mtx.hgr,32,0.03,2048877,0.0,km1,18.632,HYPE,no,no,0
796,kkt_power.mtx.hgr,64,0.03,2172910,0.0,km1,18.113,HYPE,no,no,0
797,kkt_power.mtx.hgr,128,0.03,2248451,0.0,km1,17.337,HYPE,no,no,0
798,kron_g500-logn16.mtx.hgr,2,0.03,23391,0.0,km1,4.776,HYPE,no,no,0
799,kron_g500-logn16.mtx.hgr,4,0.03,64073,7.23014e-05,km1,4.742,HYPE,no,no,0
800,kron_g500-logn16.mtx.hgr,8,0.03,127117,0.000144592,km1,4.743,HYPE,no,no,0
801,kron_g500-logn16.mtx.hgr,16,0.03,226028,0.000289184,km1,4.729,HYPE,no,no,0
802,kron_g500-logn16.mtx.hgr,32,0.03,372120,0.000578369,km1,4.6160000000000005,HYPE,no,no,0
803,kron_g500-logn16.mtx.hgr,64,0.03,576628,0.00115607,km1,4.585,HYPE,no,no,0
804,kron_g500-logn16.mtx.hgr,128,0.03,852744,0.00230947,km1,4.551,HYPE,no,no,0
805,laminar_duct3D.mtx.hgr,2,0.03,23573,0.0,km1,1.521,HYPE,no,no,0
806,laminar_duct3D.mtx.hgr,4,0.03,47348,0.0,km1,1.4980000000000002,HYPE,no,no,0
807,laminar_duct3D.mtx.hgr,8,0.03,63538,0.0,km1,1.4569999999999999,HYPE,no,no,0
808,laminar_duct3D.mtx.hgr,16,0.03,96248,0.0,km1,1.4580000000000002,HYPE,no,no,0
809,laminar_duct3D.mtx.hgr,32,0.03,122154,0.0,km1,1.455,HYPE,no,no,0
810,laminar_duct3D.mtx.hgr,64,0.03,165349,0.0,km1,1.475,HYPE,no,no,0
811,laminar_duct3D.mtx.hgr,128,0.03,229676,0.0,km1,1.5130000000000001,HYPE,no,no,0
812,language.mtx.hgr,2,0.03,68557,0.0,km1,2.588,HYPE,no,no,0
813,language.mtx.hgr,4,0.03,112579,0.0,km1,2.5860000000000003,HYPE,no,no,0
814,language.mtx.hgr,8,0.03,142454,0.0,km1,2.539,HYPE,no,no,0
815,language.mtx.hgr,16,0.03,163276,0.0,km1,2.519,HYPE,no,no,0
816,language.mtx.hgr,32,0.03,179066,0.0,km1,2.407,HYPE,no,no,0
817,language.mtx.hgr,64,0.03,191772,0.0,km1,2.408,HYPE,no,no,0
818,language.mtx.hgr,128,0.03,200697,0.0,km1,2.467,HYPE,no,no,0
819,lhr14.mtx.hgr,2,0.03,6982,0.0,km1,0.11599999999999999,HYPE,no,no,0
820,lhr14.mtx.hgr,4,0.03,12974,0.0,km1,0.115,HYPE,no,no,0
821,lhr14.mtx.hgr,8,0.03,19230,0.0,km1,0.11800000000000001,HYPE,no,no,0
822,lhr14.mtx.hgr,16,0.03,23564,0.0,km1,0.114,HYPE,no,no,0
823,lhr14.mtx.hgr,32,0.03,27028,0.0,km1,0.115,HYPE,no,no,0
824,lhr14.mtx.hgr,64,0.03,36428,0.0,km1,0.114,HYPE,no,no,0
825,lhr14.mtx.hgr,128,0.03,52804,0.0,km1,0.114,HYPE,no,no,0
826,li.mtx.hgr,2,0.03,6295,0.0,km1,0.5,HYPE,no,no,0
827,li.mtx.hgr,4,0.03,20168,0.0,km1,0.49700000000000005,HYPE,no,no,0
828,li.mtx.hgr,8,0.03,40154,0.0,km1,0.509,HYPE,no,no,0
829,li.mtx.hgr,16,0.03,57455,0.0,km1,0.494,HYPE,no,no,0
830,li.mtx.hgr,32,0.03,92665,0.0,km1,0.531,HYPE,no,no,0
831,li.mtx.hgr,64,0.03,114829,0.0,km1,0.47700000000000004,HYPE,no,no,0
832,li.mtx.hgr,128,0.03,164696,0.0,km1,0.475,HYPE,no,no,0
833,light_in_tissue.mtx.hgr,2,0.03,7354,0.0,km1,0.185,HYPE,no,no,0
834,light_in_tissue.mtx.hgr,4,0.03,14220,0.0,km1,0.183,HYPE,no,no,0
835,light_in_tissue.mtx.hgr,8,0.03,15766,0.0,km1,0.18,HYPE,no,no,0
836,light_in_tissue.mtx.hgr,16,0.03,19666,0.0,km1,0.18100000000000002,HYPE,no,no,0
837,light_in_tissue.mtx.hgr,32,0.03,22206,0.0,km1,0.18,HYPE,no,no,0
838,light_in_tissue.mtx.hgr,64,0.03,25838,0.0,km1,0.18,HYPE,no,no,0
839,light_in_tissue.mtx.hgr,128,0.03,31006,0.0,km1,0.177,HYPE,no,no,0
840,Lin.mtx.hgr,2,0.03,22165,0.0,km1,1.5230000000000001,HYPE,no,no,0
841,Lin.mtx.hgr,4,0.03,48208,0.0,km1,1.484,HYPE,no,no,0
842,Lin.mtx.hgr,8,0.03,81281,0.0,km1,1.4409999999999998,HYPE,no,no,0
843,Lin.mtx.hgr,16,0.03,130478,0.0,km1,1.4369999999999998,HYPE,no,no,0
844,Lin.mtx.hgr,32,0.03,186360,0.0,km1,1.4240000000000002,HYPE,no,no,0
845,Lin.mtx.hgr,64,0.03,259620,0.0,km1,1.5,HYPE,no,no,0
846,Lin.mtx.hgr,128,0.03,322950,0.0,km1,1.454,HYPE,no,no,0
847,lp_nug20.mtx.hgr,2,0.03,9650,0.0,km1,0.293,HYPE,no,no,0
848,lp_nug20.mtx.hgr,4,0.03,28888,0.0,km1,0.29600000000000004,HYPE,no,no,0
849,lp_nug20.mtx.hgr,8,0.03,52489,0.0,km1,0.301,HYPE,no,no,0
850,lp_nug20.mtx.hgr,16,0.03,74514,0.0,km1,0.3,HYPE,no,no,0
851,lp_nug20.mtx.hgr,32,0.03,94335,0.0,km1,0.301,HYPE,no,no,0
852,lp_nug20.mtx.hgr,64,0.03,122728,0.0,km1,0.309,HYPE,no,no,0
853,lp_nug20.mtx.hgr,128,0.03,142755,0.0,km1,0.31,HYPE,no,no,0
854,lp_pds_20.mtx.hgr,2,0.03,11920,0.0,km1,0.39399999999999996,HYPE,no,no,0
855,lp_pds_20.mtx.hgr,4,0.03,22438,0.0,km1,0.39399999999999996,HYPE,no,no,0
856,lp_pds_20.mtx.hgr,8,0.03,29849,0.0,km1,0.391,HYPE,no,no,0
857,lp_pds_20.mtx.hgr,16,0.03,35468,0.0,km1,0.39,HYPE,no,no,0
858,lp_pds_20.mtx.hgr,32,0.03,39638,0.0,km1,0.392,HYPE,no,no,0
859,lp_pds_20.mtx.hgr,64,0.03,44105,0.0,km1,0.389,HYPE,no,no,0
860,lp_pds_20.mtx.hgr,128,0.03,47223,0.0,km1,0.382,HYPE,no,no,0
861,lung2.mtx.hgr,2,0.03,3161,0.0,km1,0.318,HYPE,no,no,0
862,lung2.mtx.hgr,4,0.03,4558,0.0,km1,0.306,HYPE,no,no,0
863,lung2.mtx.hgr,8,0.03,4985,0.0,km1,0.306,HYPE,no,no,0
864,lung2.mtx.hgr,16,0.03,5961,0.0,km1,0.31,HYPE,no,no,0
865,lung2.mtx.hgr,32,0.03,6833,0.0,km1,0.307,HYPE,no,no,0
866,lung2.mtx.hgr,64,0.03,8205,0.0,km1,0.309,HYPE,no,no,0
867,lung2.mtx.hgr,128,0.03,10798,0.0,km1,0.308,HYPE,no,no,0
868,m14b.mtx.hgr,2,0.03,97015,0.0,km1,2.252,HYPE,no,no,0
869,m14b.mtx.hgr,4,0.03,159920,0.0,km1,2.296,HYPE,no,no,0
870,m14b.mtx.hgr,8,0.03,203107,0.0,km1,2.2230000000000003,HYPE,no,no,0
871,m14b.mtx.hgr,16,0.03,230445,0.0,km1,2.104,HYPE,no,no,0
872,m14b.mtx.hgr,32,0.03,256964,0.0,km1,2.046,HYPE,no,no,0
873,m14b.mtx.hgr,64,0.03,286332,0.0,km1,2.137,HYPE,no,no,0
874,m14b.mtx.hgr,128,0.03,315519,0.0,km1,2.044,HYPE,no,no,0
875,mac_econ_fwd500.mtx.hgr,2,0.03,87309,0.0,km1,1.3730000000000002,HYPE,no,no,0
876,mac_econ_fwd500.mtx.hgr,4,0.03,162916,0.0,km1,1.344,HYPE,no,no,0
877,mac_econ_fwd500.mtx.hgr,8,0.03,226699,0.0,km1,1.3519999999999999,HYPE,no,no,0
878,mac_econ_fwd500.mtx.hgr,16,0.03,258379,0.0,km1,1.33,HYPE,no,no,0
879,mac_econ_fwd500.mtx.hgr,32,0.03,296946,0.0,km1,1.3230000000000002,HYPE,no,no,0
880,mac_econ_fwd500.mtx.hgr,64,0.03,335652,0.0,km1,1.304,HYPE,no,no,0
881,mac_econ_fwd500.mtx.hgr,128,0.03,365911,0.0,km1,1.265,HYPE,no,no,0
882,Maragal_6.mtx.hgr,2,0.03,5796,0.0,km1,0.243,HYPE,no,no,0
883,Maragal_6.mtx.hgr,4,0.03,14413,0.0,km1,0.247,HYPE,no,no,0
884,Maragal_6.mtx.hgr,8,0.03,24296,0.0,km1,0.252,HYPE,no,no,0
885,Maragal_6.mtx.hgr,16,0.03,38470,0.0,km1,0.256,HYPE,no,no,0
886,Maragal_6.mtx.hgr,32,0.03,60652,0.0,km1,0.254,HYPE,no,no,0
887,Maragal_6.mtx.hgr,64,0.03,90913,0.0,km1,0.255,HYPE,no,no,0
888,Maragal_6.mtx.hgr,128,0.03,120679,0.0,km1,0.257,HYPE,no,no,0
889,mc2depi.mtx.hgr,2,0.03,3879,0.0,km1,1.177,HYPE,no,no,0
890,mc2depi.mtx.hgr,4,0.03,6769,0.0,km1,1.139,HYPE,no,no,0
891,mc2depi.mtx.hgr,8,0.03,9493,0.0,km1,1.004,HYPE,no,no,0
892,mc2depi.mtx.hgr,16,0.03,17653,0.0,km1,0.9690000000000001,HYPE,no,no,0
893,mc2depi.mtx.hgr,32,0.03,30112,0.0,km1,0.992,HYPE,no,no,0
894,mc2depi.mtx.hgr,64,0.03,54626,0.0,km1,0.9840000000000001,HYPE,no,no,0
895,mc2depi.mtx.hgr,128,0.03,105382,0.0,km1,0.966,HYPE,no,no,0
896,mixtank_new.mtx.hgr,2,0.03,16286,0.0,km1,0.878,HYPE,no,no,0
897,mixtank_new.mtx.hgr,4,0.03,29997,0.0,km1,0.872,HYPE,no,no,0
898,mixtank_new.mtx.hgr,8,0.03,47239,0.0,km1,0.851,HYPE,no,no,0
899,mixtank_new.mtx.hgr,16,0.03,59282,0.0,km1,0.8290000000000001,HYPE,no,no,0
900,mixtank_new.mtx.hgr,32,0.03,84478,0.0,km1,0.836,HYPE,no,no,0
901,mixtank_new.mtx.hgr,64,0.03,107477,0.0,km1,0.8370000000000001,HYPE,no,no,0
902,mixtank_new.mtx.hgr,128,0.03,141771,0.0,km1,0.8759999999999999,HYPE,no,no,0
903,mono_500Hz.mtx.hgr,2,0.03,62439,0.0,km1,2.551,HYPE,no,no,0
904,mono_500Hz.mtx.hgr,4,0.03,126157,0.0,km1,2.685,HYPE,no,no,0
905,mono_500Hz.mtx.hgr,8,0.03,183237,0.0,km1,2.6260000000000003,HYPE,no,no,0
906,mono_500Hz.mtx.hgr,16,0.03,237881,0.0,km1,2.5540000000000003,HYPE,no,no,0
907,mono_500Hz.mtx.hgr,32,0.03,303231,0.0,km1,2.556,HYPE,no,no,0
908,mono_500Hz.mtx.hgr,64,0.03,338169,0.0,km1,2.531,HYPE,no,no,0
909,mono_500Hz.mtx.hgr,128,0.03,385341,0.0,km1,2.465,HYPE,no,no,0
910,mri1.mtx.hgr,2,0.03,16743,0.0,km1,0.46799999999999997,HYPE,no,no,0
911,mri1.mtx.hgr,4,0.03,24317,0.0,km1,0.47700000000000004,HYPE,no,no,0
912,mri1.mtx.hgr,8,0.03,28523,0.0,km1,0.465,HYPE,no,no,0
913,mri1.mtx.hgr,16,0.03,34302,0.0,km1,0.46,HYPE,no,no,0
914,mri1.mtx.hgr,32,0.03,36048,0.0,km1,0.46299999999999997,HYPE,no,no,0
915,mri1.mtx.hgr,64,0.03,39375,0.0,km1,0.456,HYPE,no,no,0
916,mri1.mtx.hgr,128,0.03,42824,0.0,km1,0.457,HYPE,no,no,0
917,msc10848.mtx.hgr,2,0.03,6234,0.0,km1,0.39799999999999996,HYPE,no,no,0
918,msc10848.mtx.hgr,4,0.03,9669,0.0,km1,0.397,HYPE,no,no,0
919,msc10848.mtx.hgr,8,0.03,13812,0.0,km1,0.39399999999999996,HYPE,no,no,0
920,msc10848.mtx.hgr,16,0.03,18234,0.0,km1,0.39299999999999996,HYPE,no,no,0
921,msc10848.mtx.hgr,32,0.03,28968,0.0,km1,0.39799999999999996,HYPE,no,no,0
922,msc10848.mtx.hgr,64,0.03,39582,0.0,km1,0.40700000000000003,HYPE,no,no,0
923,msc10848.mtx.hgr,128,0.03,62277,0.0,km1,0.39899999999999997,HYPE,no,no,0
924,msdoor.mtx.hgr,2,0.03,93854,0.0,km1,8.491,HYPE,no,no,0
925,msdoor.mtx.hgr,4,0.03,152622,0.0,km1,8.37,HYPE,no,no,0
926,msdoor.mtx.hgr,8,0.03,176249,0.0,km1,8.206,HYPE,no,no,0
927,msdoor.mtx.hgr,16,0.03,218494,0.0,km1,8.118,HYPE,no,no,0
928,msdoor.mtx.hgr,32,0.03,230400,0.0,km1,7.9879999999999995,HYPE,no,no,0
929,msdoor.mtx.hgr,64,0.03,260588,0.0,km1,7.684,HYPE,no,no,0
930,msdoor.mtx.hgr,128,0.03,299729,0.0,km1,7.6160000000000005,HYPE,no,no,0
931,mult_dcop_01.mtx.hgr,2,0.03,16237,0.0,km1,0.149,HYPE,no,no,0
932,mult_dcop_01.mtx.hgr,4,0.03,27862,0.0,km1,0.149,HYPE,no,no,0
933,mult_dcop_01.mtx.hgr,8,0.03,33967,0.0,km1,0.15,HYPE,no,no,0
934,mult_dcop_01.mtx.hgr,16,0.03,38792,0.0,km1,0.151,HYPE,no,no,0
935,mult_dcop_01.mtx.hgr,32,0.03,41823,0.0,km1,0.154,HYPE,no,no,0
936,mult_dcop_01.mtx.hgr,64,0.03,44598,0.0,km1,0.14800000000000002,HYPE,no,no,0
937,mult_dcop_01.mtx.hgr,128,0.03,50118,0.0,km1,0.146,HYPE,no,no,0
938,nasasrb.mtx.hgr,2,0.03,17259,0.0,km1,0.971,HYPE,no,no,0
939,nasasrb.mtx.hgr,4,0.03,24065,0.0,km1,0.9540000000000001,HYPE,no,no,0
940,nasasrb.mtx.hgr,8,0.03,31420,0.0,km1,0.93,HYPE,no,no,0
941,nasasrb.mtx.hgr,16,0.03,36284,0.0,km1,0.91,HYPE,no,no,0
942,nasasrb.mtx.hgr,32,0.03,52403,0.0,km1,0.9209999999999999,HYPE,no,no,0
943,nasasrb.mtx.hgr,64,0.03,67655,0.0,km1,0.929,HYPE,no,no,0
944,nasasrb.mtx.hgr,128,0.03,92608,0.0,km1,0.937,HYPE,no,no,0
945,nd12k.mtx.hgr,2,0.03,19588,0.0,km1,7.439,HYPE,no,no,0
946,nd12k.mtx.hgr,4,0.03,47562,0.0,km1,7.542000000000001,HYPE,no,no,0
947,nd12k.mtx.hgr,8,0.03,86251,0.0,km1,7.479,HYPE,no,no,0
948,nd12k.mtx.hgr,16,0.03,140842,0.0,km1,7.504,HYPE,no,no,0
949,nd12k.mtx.hgr,32,0.03,215237,0.0,km1,7.343999999999999,HYPE,no,no,0
950,nd12k.mtx.hgr,64,0.03,324743,0.0,km1,7.211,HYPE,no,no,0
951,nd12k.mtx.hgr,128,0.03,514885,0.0,km1,7.141,HYPE,no,no,0
952,net100.mtx.hgr,2,0.03,16195,0.0,km1,0.9640000000000001,HYPE,no,no,0
953,net100.mtx.hgr,4,0.03,40003,0.0,km1,0.963,HYPE,no,no,0
954,net100.mtx.hgr,8,0.03,73634,0.0,km1,0.955,HYPE,no,no,0
955,net100.mtx.hgr,16,0.03,124968,0.0,km1,0.965,HYPE,no,no,0
956,net100.mtx.hgr,32,0.03,199494,0.0,km1,0.9640000000000001,HYPE,no,no,0
957,net100.mtx.hgr,64,0.03,334986,0.0,km1,0.987,HYPE,no,no,0
958,net100.mtx.hgr,128,0.03,495807,0.0,km1,0.9840000000000001,HYPE,no,no,0
959,nlpkkt120.mtx.hgr,2,0.03,651396,0.0,km1,55.099,HYPE,no,no,0
960,nlpkkt120.mtx.hgr,4,0.03,1152361,0.0,km1,54.473,HYPE,no,no,0
961,nlpkkt120.mtx.hgr,8,0.03,1678979,0.0,km1,55.849,HYPE,no,no,0
962,nlpkkt120.mtx.hgr,16,0.03,2477926,0.0,km1,56.424,HYPE,no,no,0
963,nlpkkt120.mtx.hgr,32,0.03,3542931,0.0,km1,55.978,HYPE,no,no,0
964,nlpkkt120.mtx.hgr,64,0.03,5218162,0.0,km1,55.754,HYPE,no,no,0
965,nlpkkt120.mtx.hgr,128,0.03,6564999,0.0,km1,54.328,HYPE,no,no,0
966,nopoly.mtx.hgr,2,0.03,2015,0.0,km1,0.040999999999999995,HYPE,no,no,0
967,nopoly.mtx.hgr,4,0.03,2957,0.0,km1,0.040999999999999995,HYPE,no,no,0
968,nopoly.mtx.hgr,8,0.03,3914,0.0,km1,0.040999999999999995,HYPE,no,no,0
969,nopoly.mtx.hgr,16,0.03,4114,0.0,km1,0.040999999999999995,HYPE,no,no,0
970,nopoly.mtx.hgr,32,0.03,5006,0.0,km1,0.040999999999999995,HYPE,no,no,0
971,nopoly.mtx.hgr,64,0.03,6335,0.0,km1,0.04,HYPE,no,no,0
972,nopoly.mtx.hgr,128,0.03,7746,0.0,km1,0.039,HYPE,no,no,0
973,NotreDame_actors.mtx.hgr,2,0.03,37638,0.0,km1,1.56,HYPE,no,no,0
974,NotreDame_actors.mtx.hgr,4,0.03,101109,0.0,km1,1.575,HYPE,no,no,0
975,NotreDame_actors.mtx.hgr,8,0.03,192455,0.0,km1,1.527,HYPE,no,no,0
976,NotreDame_actors.mtx.hgr,16,0.03,295512,0.0,km1,1.507,HYPE,no,no,0
977,NotreDame_actors.mtx.hgr,32,0.03,406807,0.0,km1,1.449,HYPE,no,no,0
978,NotreDame_actors.mtx.hgr,64,0.03,506382,0.0,km1,1.425,HYPE,no,no,0
979,NotreDame_actors.mtx.hgr,128,0.03,597696,0.0,km1,1.416,HYPE,no,no,0
980,NotreDame_www.mtx.hgr,2,0.03,30260,0.0,km1,0.7140000000000001,HYPE,no,no,0
981,NotreDame_www.mtx.hgr,4,0.03,58332,0.0,km1,0.687,HYPE,no,no,0
982,NotreDame_www.mtx.hgr,8,0.03,68509,0.0,km1,0.6779999999999999,HYPE,no,no,0
983,NotreDame_www.mtx.hgr,16,0.03,75116,0.0,km1,0.687,HYPE,no,no,0
984,NotreDame_www.mtx.hgr,32,0.03,77194,0.0,km1,0.6609999999999999,HYPE,no,no,0
985,NotreDame_www.mtx.hgr,64,0.03,91854,0.0,km1,0.659,HYPE,no,no,0
986,NotreDame_www.mtx.hgr,128,0.03,96259,0.0,km1,0.653,HYPE,no,no,0
987,obstclae.mtx.hgr,2,0.03,9896,0.0,km1,0.14400000000000002,HYPE,no,no,0
988,obstclae.mtx.hgr,4,0.03,13272,0.0,km1,0.14400000000000002,HYPE,no,no,0
989,obstclae.mtx.hgr,8,0.03,17663,0.0,km1,0.145,HYPE,no,no,0
990,obstclae.mtx.hgr,16,0.03,19306,0.0,km1,0.14300000000000002,HYPE,no,no,0
991,obstclae.mtx.hgr,32,0.03,21005,0.0,km1,0.142,HYPE,no,no,0
992,obstclae.mtx.hgr,64,0.03,22917,0.0,km1,0.142,HYPE,no,no,0
993,obstclae.mtx.hgr,128,0.03,25797,0.0,km1,0.14,HYPE,no,no,0
994,olafu.mtx.hgr,2,0.03,1819,0.0,km1,0.29100000000000004,HYPE,no,no,0
995,olafu.mtx.hgr,4,0.03,4358,0.0,km1,0.29100000000000004,HYPE,no,no,0
996,olafu.mtx.hgr,8,0.03,8194,0.0,km1,0.295,HYPE,no,no,0
997,olafu.mtx.hgr,16,0.03,13800,0.0,km1,0.29600000000000004,HYPE,no,no,0
998,olafu.mtx.hgr,32,0.03,20625,0.0,km1,0.295,HYPE,no,no,0
999,olafu.mtx.hgr,64,0.03,29787,0.0,km1,0.32,HYPE,no,no,0
1000,olafu.mtx.hgr,128,0.03,54052,0.0,km1,0.305,HYPE,no,no,0
1001,opt1.mtx.hgr,2,0.03,4108,0.0,km1,0.613,HYPE,no,no,0
1002,opt1.mtx.hgr,4,0.03,9425,0.0,km1,0.602,HYPE,no,no,0
1003,opt1.mtx.hgr,8,0.03,13955,0.0,km1,0.597,HYPE,no,no,0
1004,opt1.mtx.hgr,16,0.03,23061,0.0,km1,0.604,HYPE,no,no,0
1005,opt1.mtx.hgr,32,0.03,35400,0.0,km1,0.643,HYPE,no,no,0
1006,opt1.mtx.hgr,64,0.03,56322,0.0,km1,0.598,HYPE,no,no,0
1007,opt1.mtx.hgr,128,0.03,85479,0.0,km1,0.614,HYPE,no,no,0
1008,Oregon-1.mtx.hgr,2,0.03,1384,0.0,km1,0.044000000000000004,HYPE,no,no,0
1009,Oregon-1.mtx.hgr,4,0.03,2981,0.0,km1,0.044000000000000004,HYPE,no,no,0
1010,Oregon-1.mtx.hgr,8,0.03,4455,0.0,km1,0.044000000000000004,HYPE,no,no,0
1011,Oregon-1.mtx.hgr,16,0.03,5996,0.0,km1,0.044000000000000004,HYPE,no,no,0
1012,Oregon-1.mtx.hgr,32,0.03,7329,0.0,km1,0.045,HYPE,no,no,0
1013,Oregon-1.mtx.hgr,64,0.03,8255,0.0,km1,0.043,HYPE,no,no,0
1014,Oregon-1.mtx.hgr,128,0.03,10005,0.0,km1,0.042,HYPE,no,no,0
1015,p2p-Gnutella25.mtx.hgr,2,0.03,4123,0.0,km1,0.066,HYPE,no,no,0
1016,p2p-Gnutella25.mtx.hgr,4,0.03,9654,0.0,km1,0.066,HYPE,no,no,0
1017,p2p-Gnutella25.mtx.hgr,8,0.03,15384,0.0,km1,0.066,HYPE,no,no,0
1018,p2p-Gnutella25.mtx.hgr,16,0.03,19656,0.0,km1,0.067,HYPE,no,no,0
1019,p2p-Gnutella25.mtx.hgr,32,0.03,22352,0.0,km1,0.068,HYPE,no,no,0
1020,p2p-Gnutella25.mtx.hgr,64,0.03,24092,0.0,km1,0.068,HYPE,no,no,0
1021,p2p-Gnutella25.mtx.hgr,128,0.03,24887,0.0,km1,0.064,HYPE,no,no,0
1022,para-4.mtx.hgr,2,0.03,56520,0.0,km1,2.779,HYPE,no,no,0
1023,para-4.mtx.hgr,4,0.03,120416,0.0,km1,2.8160000000000003,HYPE,no,no,0
1024,para-4.mtx.hgr,8,0.03,194988,0.0,km1,2.853,HYPE,no,no,0
1025,para-4.mtx.hgr,16,0.03,242971,0.0,km1,2.758,HYPE,no,no,0
1026,para-4.mtx.hgr,32,0.03,285961,0.0,km1,2.647,HYPE,no,no,0
1027,para-4.mtx.hgr,64,0.03,330913,0.0,km1,2.64,HYPE,no,no,0
1028,para-4.mtx.hgr,128,0.03,405247,0.0,km1,2.674,HYPE,no,no,0
1029,parabolic_fem.mtx.hgr,2,0.03,53671,0.0,km1,3.403,HYPE,no,no,0
1030,parabolic_fem.mtx.hgr,4,0.03,78138,0.0,km1,3.364,HYPE,no,no,0
1031,parabolic_fem.mtx.hgr,8,0.03,96799,0.0,km1,3.241,HYPE,no,no,0
1032,parabolic_fem.mtx.hgr,16,0.03,99008,0.0,km1,3.1460000000000004,HYPE,no,no,0
1033,parabolic_fem.mtx.hgr,32,0.03,116060,0.0,km1,3.025,HYPE,no,no,0
1034,parabolic_fem.mtx.hgr,64,0.03,126470,0.0,km1,3.0439999999999996,HYPE,no,no,0
1035,parabolic_fem.mtx.hgr,128,0.03,154218,0.0,km1,2.9589999999999996,HYPE,no,no,0
1036,Pd_rhs.mtx.hgr,2,0.03,0,0.0,km1,0.004,HYPE,no,no,0
1037,Pd_rhs.mtx.hgr,4,0.03,3,0.0,km1,0.004,HYPE,no,no,0
1038,Pd_rhs.mtx.hgr,8,0.03,2,0.0,km1,0.004,HYPE,no,no,0
1039,Pd_rhs.mtx.hgr,16,0.03,0,0.0,km1,0.004,HYPE,no,no,0
1040,Pd_rhs.mtx.hgr,32,0.03,15,0.0,km1,0.004,HYPE,no,no,0
1041,Pd_rhs.mtx.hgr,64,0.03,0,1.0,km1,0.0,HYPE,yes,no,0
1042,Pd_rhs.mtx.hgr,128,0.03,38,0.0,km1,0.004,HYPE,no,no,0
1043,pdb1HYS.mtx.hgr,2,0.03,13860,0.0,km1,1.54,HYPE,no,no,0
1044,pdb1HYS.mtx.hgr,4,0.03,24186,0.0,km1,1.53,HYPE,no,no,0
1045,pdb1HYS.mtx.hgr,8,0.03,40374,0.0,km1,1.5,HYPE,no,no,0
1046,pdb1HYS.mtx.hgr,16,0.03,56050,0.0,km1,1.4709999999999999,HYPE,no,no,0
1047,pdb1HYS.mtx.hgr,32,0.03,77795,0.0,km1,1.4709999999999999,HYPE,no,no,0
1048,pdb1HYS.mtx.hgr,64,0.03,116493,0.0,km1,1.479,HYPE,no,no,0
1049,pdb1HYS.mtx.hgr,128,0.03,162895,0.0,km1,1.484,HYPE,no,no,0
1050,pds-90.mtx.hgr,2,0.03,48930,0.0,km1,2.123,HYPE,no,no,0
1051,pds-90.mtx.hgr,4,0.03,91865,0.0,km1,2.064,HYPE,no,no,0
1052,pds-90.mtx.hgr,8,0.03,127365,0.0,km1,2.009,HYPE,no,no,0
1053,pds-90.mtx.hgr,16,0.03,153792,0.0,km1,1.97,HYPE,no,no,0
1054,pds-90.mtx.hgr,32,0.03,173423,0.0,km1,1.9580000000000002,HYPE,no,no,0
1055,pds-90.mtx.hgr,64,0.03,191177,0.0,km1,1.985,HYPE,no,no,0
1056,pds-90.mtx.hgr,128,0.03,200627,0.0,km1,1.9669999999999999,HYPE,no,no,0
1057,pesa.mtx.hgr,2,0.03,2716,0.0,km1,0.046,HYPE,no,no,0
1058,pesa.mtx.hgr,4,0.03,4000,0.0,km1,0.046,HYPE,no,no,0
1059,pesa.mtx.hgr,8,0.03,4761,0.0,km1,0.045,HYPE,no,no,0
1060,pesa.mtx.hgr,16,0.03,4948,0.0,km1,0.045,HYPE,no,no,0
1061,pesa.mtx.hgr,32,0.03,6364,0.0,km1,0.047,HYPE,no,no,0
1062,pesa.mtx.hgr,64,0.03,7414,0.0,km1,0.045,HYPE,no,no,0
1063,pesa.mtx.hgr,128,0.03,8950,0.0,km1,0.043,HYPE,no,no,0
1064,PGPgiantcompo.mtx.hgr,2,0.03,1854,0.0,km1,0.035,HYPE,no,no,0
1065,PGPgiantcompo.mtx.hgr,4,0.03,3327,0.0,km1,0.035,HYPE,no,no,0
1066,PGPgiantcompo.mtx.hgr,8,0.03,4530,0.0,km1,0.035,HYPE,no,no,0
1067,PGPgiantcompo.mtx.hgr,16,0.03,5721,0.0,km1,0.035,HYPE,no,no,0
1068,PGPgiantcompo.mtx.hgr,32,0.03,6733,0.0,km1,0.035,HYPE,no,no,0
1069,PGPgiantcompo.mtx.hgr,64,0.03,8022,0.0,km1,0.034,HYPE,no,no,0
1070,PGPgiantcompo.mtx.hgr,128,0.03,9301,0.0,km1,0.033,HYPE,no,no,0
1071,pkustk11.mtx.hgr,2,0.03,24768,0.0,km1,2.019,HYPE,no,no,0
1072,pkustk11.mtx.hgr,4,0.03,40554,0.0,km1,2.002,HYPE,no,no,0
1073,pkustk11.mtx.hgr,8,0.03,60882,0.0,km1,1.974,HYPE,no,no,0
1074,pkustk11.mtx.hgr,16,0.03,81450,0.0,km1,2.371,HYPE,no,no,0
1075,pkustk11.mtx.hgr,32,0.03,100980,0.0,km1,1.9280000000000002,HYPE,no,no,0
1076,pkustk11.mtx.hgr,64,0.03,137748,0.0,km1,1.936,HYPE,no,no,0
1077,pkustk11.mtx.hgr,128,0.03,189024,0.0,km1,1.979,HYPE,no,no,0
1078,poisson3Db.mtx.hgr,2,0.03,37353,0.0,km1,1.271,HYPE,no,no,0
