,graph,k,epsilon,km1,imbalance,objective,totalPartitionTime,algorithm,failed,timeout,cut
2748,sat14_SAT_dat.k70-24_1_rule_1.cnf.dual.hgr,32,0.03,746977,0.0,km1,23.403000000000002,HYPE,no,no,0
2749,sat14_SAT_dat.k70-24_1_rule_1.cnf.dual.hgr,64,0.03,783902,0.0,km1,22.879,HYPE,no,no,0
2750,sat14_SAT_dat.k70-24_1_rule_1.cnf.dual.hgr,128,0.03,808036,0.0,km1,22.613000000000003,HYPE,no,no,0
2751,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,2,0.03,985930,0.0,km1,15.235,HYPE,no,no,0
2752,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,4,0.03,1585895,0.0,km1,15.517000000000001,HYPE,no,no,0
2753,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,8,0.03,1974351,0.0,km1,15.645,HYPE,no,no,0
2754,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,16,0.03,2220426,0.0,km1,15.474,HYPE,no,no,0
2755,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,32,0.03,2399235,0.0,km1,14.995,HYPE,no,no,0
2756,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,64,0.03,2538331,0.0,km1,14.48,HYPE,no,no,0
2757,sat14_SAT_dat.k70-24_1_rule_1.cnf.hgr,128,0.03,2636820,0.0,km1,13.464,HYPE,no,no,0
2758,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,2,0.03,1139768,0.0,km1,11.387,HYPE,no,no,0
2759,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,4,0.03,1565008,0.0,km1,11.498,HYPE,no,no,0
2760,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,8,0.03,1966961,0.0,km1,11.714,HYPE,no,no,0
2761,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,16,0.03,2157243,0.0,km1,11.349,HYPE,no,no,0
2762,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,32,0.03,2290468,0.0,km1,10.924000000000001,HYPE,no,no,0
2763,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,64,0.03,2388377,0.0,km1,10.565999999999999,HYPE,no,no,0
2764,sat14_SAT_dat.k70-24_1_rule_1.cnf.primal.hgr,128,0.03,2429674,0.0,km1,9.725,HYPE,no,no,0
2765,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,2,0.03,317337,0.0,km1,25.174,HYPE,no,no,0
2766,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,4,0.03,533979,0.0,km1,25.371,HYPE,no,no,0
2767,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,8,0.03,665070,0.0,km1,25.504,HYPE,no,no,0
2768,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,16,0.03,746122,0.0,km1,25.33,HYPE,no,no,0
2769,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,32,0.03,783802,0.0,km1,25.334,HYPE,no,no,0
2770,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,64,0.03,831028,0.0,km1,24.71,HYPE,no,no,0
2771,sat14_SAT_dat.k75-24_1_rule_3.cnf.dual.hgr,128,0.03,862486,0.0,km1,24.169,HYPE,no,no,0
2772,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,2,0.03,890235,0.0,km1,16.262,HYPE,no,no,0
2773,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,4,0.03,1743372,0.0,km1,16.773,HYPE,no,no,0
2774,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,8,0.03,2049141,0.0,km1,16.718,HYPE,no,no,0
2775,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,16,0.03,2356455,0.0,km1,16.565,HYPE,no,no,0
2776,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,32,0.03,2566679,0.0,km1,16.554000000000002,HYPE,no,no,0
2777,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,64,0.03,2694882,0.0,km1,15.503,HYPE,no,no,0
2778,sat14_SAT_dat.k75-24_1_rule_3.cnf.hgr,128,0.03,2825429,0.0,km1,14.588,HYPE,no,no,0
2779,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,2,0.03,1184843,0.0,km1,12.123,HYPE,no,no,0
2780,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,4,0.03,1659072,0.0,km1,12.790999999999999,HYPE,no,no,0
2781,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,8,0.03,2070287,0.0,km1,12.540999999999999,HYPE,no,no,0
2782,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,16,0.03,2282293,0.0,km1,12.453,HYPE,no,no,0
2783,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,32,0.03,2435709,0.0,km1,11.880999999999998,HYPE,no,no,0
2784,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,64,0.03,2541838,0.0,km1,11.354000000000001,HYPE,no,no,0
2785,sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr,128,0.03,2607805,0.0,km1,10.574000000000002,HYPE,no,no,0
2786,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,2,0.03,357242,0.0,km1,27.279,HYPE,no,no,0
2787,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,4,0.03,600944,0.0,km1,27.230999999999998,HYPE,no,no,0
2788,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,8,0.03,708663,0.0,km1,27.404,HYPE,no,no,0
2789,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,16,0.03,781441,0.0,km1,26.993000000000002,HYPE,no,no,0
2790,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,32,0.03,840866,0.0,km1,26.857,HYPE,no,no,0
2791,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,64,0.03,877267,0.0,km1,26.416,HYPE,no,no,0
2792,sat14_SAT_dat.k80-24_1_rule_1.cnf.dual.hgr,128,0.03,913744,0.0,km1,25.938000000000002,HYPE,no,no,0
2793,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,2,0.03,1106564,0.0,km1,17.541,HYPE,no,no,0
2794,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,4,0.03,1755688,0.0,km1,17.729,HYPE,no,no,0
2795,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,8,0.03,2210883,0.0,km1,18.0,HYPE,no,no,0
2796,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,16,0.03,2458460,0.0,km1,17.871,HYPE,no,no,0
2797,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,32,0.03,2736369,0.0,km1,17.339000000000002,HYPE,no,no,0
2798,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,64,0.03,2880137,0.0,km1,16.689,HYPE,no,no,0
2799,sat14_SAT_dat.k80-24_1_rule_1.cnf.hgr,128,0.03,3001867,0.0,km1,15.988,HYPE,no,no,0
2800,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,2,0.03,1208990,0.0,km1,12.905999999999999,HYPE,no,no,0
2801,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,4,0.03,1816319,0.0,km1,13.501,HYPE,no,no,0
2802,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,8,0.03,2178243,0.0,km1,13.363,HYPE,no,no,0
2803,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,16,0.03,2417231,0.0,km1,13.377,HYPE,no,no,0
2804,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,32,0.03,2593955,0.0,km1,12.815999999999999,HYPE,no,no,0
2805,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,64,0.03,2700740,0.0,km1,12.215,HYPE,no,no,0
2806,sat14_SAT_dat.k80-24_1_rule_1.cnf.primal.hgr,128,0.03,2787181,0.0,km1,11.322000000000001,HYPE,no,no,0
2807,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,2,0.03,398283,0.0,km1,28.573,HYPE,no,no,0
2808,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,4,0.03,622341,0.0,km1,29.151999999999997,HYPE,no,no,0
2809,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,8,0.03,741207,0.0,km1,29.2,HYPE,no,no,0
2810,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,16,0.03,828797,0.0,km1,28.875999999999998,HYPE,no,no,0
2811,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,32,0.03,904359,0.0,km1,28.545,HYPE,no,no,0
2812,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,64,0.03,933766,0.0,km1,27.980999999999998,HYPE,no,no,0
2813,sat14_SAT_dat.k85-24_1_rule_2.cnf.dual.hgr,128,0.03,981718,0.0,km1,27.539,HYPE,no,no,0
2814,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,2,0.03,1152490,0.0,km1,18.764,HYPE,no,no,0
2815,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,4,0.03,1807747,0.0,km1,19.135,HYPE,no,no,0
2816,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,8,0.03,2327520,0.0,km1,19.006,HYPE,no,no,0
2817,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,16,0.03,2653714,0.0,km1,19.044,HYPE,no,no,0
2818,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,32,0.03,2889849,0.0,km1,18.51,HYPE,no,no,0
2819,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,64,0.03,3053347,0.0,km1,17.817,HYPE,no,no,0
2820,sat14_SAT_dat.k85-24_1_rule_2.cnf.hgr,128,0.03,3165976,0.0,km1,17.053,HYPE,no,no,0
2821,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,2,0.03,1250711,0.0,km1,14.535,HYPE,no,no,0
2822,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,4,0.03,1930740,0.0,km1,14.209000000000001,HYPE,no,no,0
2823,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,8,0.03,2342936,0.0,km1,14.308,HYPE,no,no,0
2824,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,16,0.03,2612149,0.0,km1,14.036,HYPE,no,no,0
2825,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,32,0.03,2747992,0.0,km1,13.569,HYPE,no,no,0
2826,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,64,0.03,2859588,0.0,km1,13.084000000000001,HYPE,no,no,0
2827,sat14_SAT_dat.k85-24_1_rule_2.cnf.primal.hgr,128,0.03,2941886,0.0,km1,12.144,HYPE,no,no,0
2828,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,2,0.03,378733,0.0,km1,28.636999999999997,HYPE,no,no,0
2829,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,4,0.03,631063,0.0,km1,28.875999999999998,HYPE,no,no,0
2830,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,8,0.03,769728,0.0,km1,29.223000000000003,HYPE,no,no,0
2831,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,16,0.03,826186,0.0,km1,29.085,HYPE,no,no,0
2832,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,32,0.03,897780,0.0,km1,28.467,HYPE,no,no,0
2833,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,64,0.03,939627,0.0,km1,29.544,HYPE,no,no,0
2834,sat14_SAT_dat.k85-24_1_rule_3.cnf.dual.hgr,128,0.03,974182,0.0,km1,27.691,HYPE,no,no,0
2835,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,2,0.03,1071559,0.0,km1,18.217,HYPE,no,no,0
2836,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,4,0.03,1733054,0.0,km1,18.8,HYPE,no,no,0
2837,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,8,0.03,2263717,0.0,km1,19.052,HYPE,no,no,0
2838,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,16,0.03,2646842,0.0,km1,19.094,HYPE,no,no,0
2839,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,32,0.03,2887779,0.0,km1,18.521,HYPE,no,no,0
2840,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,64,0.03,3048993,0.0,km1,17.924,HYPE,no,no,0
2841,sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr,128,0.03,3183707,0.0,km1,17.086,HYPE,no,no,0
2842,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,2,0.03,1395841,0.0,km1,14.592,HYPE,no,no,0
2843,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,4,0.03,1873109,0.0,km1,14.154000000000002,HYPE,no,no,0
2844,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,8,0.03,2291087,0.0,km1,14.220999999999998,HYPE,no,no,0
2845,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,16,0.03,2581091,0.0,km1,14.107999999999999,HYPE,no,no,0
2846,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,32,0.03,2726692,0.0,km1,13.620999999999999,HYPE,no,no,0
2847,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,64,0.03,2862451,0.0,km1,13.126,HYPE,no,no,0
2848,sat14_SAT_dat.k85-24_1_rule_3.cnf.primal.hgr,128,0.03,2952633,0.0,km1,12.216,HYPE,no,no,0
2849,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,2,0.03,414966,0.0,km1,30.285,HYPE,no,no,0
2850,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,4,0.03,633275,0.0,km1,30.824,HYPE,no,no,0
2851,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,8,0.03,780890,0.0,km1,30.853,HYPE,no,no,0
2852,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,16,0.03,864294,0.0,km1,30.623,HYPE,no,no,0
2853,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,32,0.03,944057,0.0,km1,30.427,HYPE,no,no,0
2854,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,64,0.03,998256,0.0,km1,30.342,HYPE,no,no,0
2855,sat14_SAT_dat.k90.debugged.cnf.dual.hgr,128,0.03,1025765,0.0,km1,29.522,HYPE,no,no,0
2856,sat14_SAT_dat.k90.debugged.cnf.hgr,2,0.03,1134477,0.0,km1,19.714000000000002,HYPE,no,no,0
2857,sat14_SAT_dat.k90.debugged.cnf.hgr,4,0.03,1944899,0.0,km1,20.180999999999997,HYPE,no,no,0
2858,sat14_SAT_dat.k90.debugged.cnf.hgr,8,0.03,2438798,0.0,km1,24.791999999999998,HYPE,no,no,0
2859,sat14_SAT_dat.k90.debugged.cnf.hgr,16,0.03,2767418,0.0,km1,19.942999999999998,HYPE,no,no,0
2860,sat14_SAT_dat.k90.debugged.cnf.hgr,32,0.03,3016808,0.0,km1,19.652,HYPE,no,no,0
2861,sat14_SAT_dat.k90.debugged.cnf.hgr,64,0.03,3227153,0.0,km1,19.048,HYPE,no,no,0
2862,sat14_SAT_dat.k90.debugged.cnf.hgr,128,0.03,3369745,0.0,km1,18.198,HYPE,no,no,0
2863,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,2,0.03,1403595,0.0,km1,15.442,HYPE,no,no,0
2864,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,4,0.03,1982597,0.0,km1,14.944,HYPE,no,no,0
2865,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,8,0.03,2431943,0.0,km1,15.215,HYPE,no,no,0
2866,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,16,0.03,2741877,0.0,km1,15.102,HYPE,no,no,0
2867,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,32,0.03,2905720,0.0,km1,14.530999999999999,HYPE,no,no,0
2868,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,64,0.03,3046653,0.0,km1,14.032,HYPE,no,no,0
2869,sat14_SAT_dat.k90.debugged.cnf.primal.hgr,128,0.03,3125412,0.0,km1,12.936,HYPE,no,no,0
2870,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,2,0.03,380483,0.0,km1,33.134,HYPE,no,no,0
2871,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,4,0.03,681871,0.0,km1,32.472,HYPE,no,no,0
2872,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,8,0.03,815148,0.0,km1,32.84,HYPE,no,no,0
2873,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,16,0.03,934285,0.0,km1,32.349000000000004,HYPE,no,no,0
2874,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,32,0.03,984290,0.0,km1,31.846999999999998,HYPE,no,no,0
2875,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,64,0.03,1045724,0.0,km1,31.441999999999997,HYPE,no,no,0
2876,sat14_SAT_dat.k95-24_1_rule_3.cnf.dual.hgr,128,0.03,1085131,0.0,km1,31.2,HYPE,no,no,0
2877,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,2,0.03,1223202,0.0,km1,20.724,HYPE,no,no,0
2878,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,4,0.03,2060406,0.0,km1,21.215,HYPE,no,no,0
2879,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,8,0.03,2480781,0.0,km1,21.464000000000002,HYPE,no,no,0
2880,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,16,0.03,2925092,0.0,km1,21.135,HYPE,no,no,0
2881,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,32,0.03,3162350,0.0,km1,20.854,HYPE,no,no,0
2882,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,64,0.03,3375811,0.0,km1,20.14,HYPE,no,no,0
2883,sat14_SAT_dat.k95-24_1_rule_3.cnf.hgr,128,0.03,3524978,0.0,km1,19.362000000000002,HYPE,no,no,0
2884,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,2,0.03,1351946,0.0,km1,15.442,HYPE,no,no,0
2885,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,4,0.03,2142674,0.0,km1,15.907,HYPE,no,no,0
2886,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,8,0.03,2599681,0.0,km1,15.953,HYPE,no,no,0
2887,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,16,0.03,2900852,0.0,km1,16.032,HYPE,no,no,0
2888,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,32,0.03,3053201,0.0,km1,15.367,HYPE,no,no,0
2889,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,64,0.03,3196690,0.0,km1,14.823,HYPE,no,no,0
2890,sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr,128,0.03,3278688,0.0,km1,13.745,HYPE,no,no,0
2891,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,2,0.03,56455,0.0,km1,1.357,HYPE,no,no,0
2892,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,4,0.03,75919,0.0,km1,1.3840000000000001,HYPE,no,no,0
2893,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,8,0.03,95949,0.0,km1,1.31,HYPE,no,no,0
2894,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,16,0.03,106444,0.0,km1,1.304,HYPE,no,no,0
2895,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,32,0.03,112883,0.0,km1,1.307,HYPE,no,no,0
2896,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,64,0.03,120334,0.0,km1,1.298,HYPE,no,no,0
2897,sat14_slp-synthesis-aes-top29.cnf.dual.hgr,128,0.03,126390,0.0,km1,1.3,HYPE,no,no,0
2898,sat14_slp-synthesis-aes-top29.cnf.hgr,2,0.03,111187,0.0,km1,1.026,HYPE,no,no,0
2899,sat14_slp-synthesis-aes-top29.cnf.hgr,4,0.03,156407,0.0,km1,1.004,HYPE,no,no,0
2900,sat14_slp-synthesis-aes-top29.cnf.hgr,8,0.03,185589,0.0,km1,0.982,HYPE,no,no,0
2901,sat14_slp-synthesis-aes-top29.cnf.hgr,16,0.03,206928,0.0,km1,0.961,HYPE,no,no,0
2902,sat14_slp-synthesis-aes-top29.cnf.hgr,32,0.03,212700,0.0,km1,0.9540000000000001,HYPE,no,no,0
2903,sat14_slp-synthesis-aes-top29.cnf.hgr,64,0.03,220041,0.0,km1,0.9590000000000001,HYPE,no,no,0
2904,sat14_slp-synthesis-aes-top29.cnf.hgr,128,0.03,223955,0.0,km1,0.965,HYPE,no,no,0
2905,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,2,0.03,105173,0.0,km1,0.7509999999999999,HYPE,no,no,0
2906,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,4,0.03,130651,0.0,km1,0.726,HYPE,no,no,0
2907,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,8,0.03,156925,0.0,km1,0.713,HYPE,no,no,0
2908,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,16,0.03,175914,0.0,km1,0.706,HYPE,no,no,0
2909,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,32,0.03,184949,0.0,km1,0.706,HYPE,no,no,0
2910,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,64,0.03,186035,0.0,km1,0.701,HYPE,no,no,0
2911,sat14_slp-synthesis-aes-top29.cnf.primal.hgr,128,0.03,197786,0.0,km1,0.698,HYPE,no,no,0
2912,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,2,0.03,178205,0.0,km1,11.16,HYPE,no,no,0
2913,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,4,0.03,369612,0.0,km1,11.114,HYPE,no,no,0
2914,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,8,0.03,553181,0.0,km1,11.130999999999998,HYPE,no,no,0
2915,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,16,0.03,731876,0.0,km1,10.98,HYPE,no,no,0
2916,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,32,0.03,857309,0.0,km1,10.985999999999999,HYPE,no,no,0
2917,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,64,0.03,970399,0.0,km1,10.667,HYPE,no,no,0
2918,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.dual.hgr,128,0.03,1036392,0.0,km1,9.049,HYPE,no,no,0
2919,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,2,0.03,679383,0.0,km1,5.803,HYPE,no,no,0
2920,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,4,0.03,835110,0.0,km1,5.813,HYPE,no,no,0
2921,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,8,0.03,1062761,0.0,km1,5.693,HYPE,no,no,0
2922,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,16,0.03,1200791,0.0,km1,5.62,HYPE,no,no,0
2923,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,32,0.03,1275610,0.0,km1,5.522,HYPE,no,no,0
2924,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,64,0.03,1302655,0.0,km1,5.386,HYPE,no,no,0
2925,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.hgr,128,0.03,1320060,0.0,km1,5.25,HYPE,no,no,0
2926,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,2,0.03,540690,0.0,km1,5.1979999999999995,HYPE,no,no,0
2927,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,4,0.03,846480,0.0,km1,5.216,HYPE,no,no,0
2928,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,8,0.03,1031499,0.0,km1,5.153,HYPE,no,no,0
2929,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,16,0.03,1195346,0.0,km1,5.046,HYPE,no,no,0
2930,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,32,0.03,1273609,0.0,km1,4.8580000000000005,HYPE,no,no,0
2931,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,64,0.03,1312371,0.0,km1,4.8469999999999995,HYPE,no,no,0
2932,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.030-NOTKNOWN.cnf.primal.hgr,128,0.03,1352845,0.0,km1,4.649,HYPE,no,no,0
2933,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,2,0.03,277729,0.0,km1,18.794,HYPE,no,no,0
2934,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,4,0.03,583269,0.0,km1,18.896,HYPE,no,no,0
2935,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,8,0.03,891819,0.0,km1,19.09,HYPE,no,no,0
2936,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,16,0.03,1150473,0.0,km1,18.857,HYPE,no,no,0
2937,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,32,0.03,1323221,0.0,km1,18.845,HYPE,no,no,0
2938,sat14_transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.dual.hgr,64,0.03,1517166,0.0,km1,18.36,HYPE,no,no,0
