"graph","k","epsilon","seed","objective","km1","imbalance","totalPartitionTime","algorithm","failed","timeout","cut"
"Chebyshev4.mtx.hgr",32,0.03,5,"kMinusOne",19936,0.00798496946923,74.701,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",32,0.03,6,"kMinusOne",19904,0.00798496946923,75.307,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",32,0.03,7,"kMinusOne",19928,0.00798496946923,75.166,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",32,0.03,8,"kMinusOne",19920,0.00798496946923,74.472,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",32,0.03,9,"kMinusOne",19928,0.00798496946923,74.106,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",32,0.03,10,"kMinusOne",19888,0.00798496946923,73.611,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,1,"kMinusOne",30203,0.0075117370892,89.913,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,2,"kMinusOne",30217,0.0075117370892,89.707,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,3,"kMinusOne",30224,0.01220657277,88.81,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,4,"kMinusOne",30221,0.0075117370892,91.098,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,5,"kMinusOne",30230,0.0075117370892,88.052,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,6,"kMinusOne",30212,0.0075117370892,89.607,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,7,"kMinusOne",30219,0.0075117370892,88.595,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,8,"kMinusOne",30250,0.01220657277,92,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,9,"kMinusOne",30274,0.0093896713615,91.975,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",64,0.03,10,"kMinusOne",30233,0.0075117370892,87.868,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,1,"kMinusOne",50307,0.00750469043152,97.583,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,2,"kMinusOne",50513,0.00750469043152,97.938,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,3,"kMinusOne",50361,0.00750469043152,104.562,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,4,"kMinusOne",50401,0.00750469043152,98.043,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,5,"kMinusOne",50408,0.00750469043152,99.515,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,6,"kMinusOne",50207,0.00750469043152,97.981,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,7,"kMinusOne",50368,0.00750469043152,97.091,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,8,"kMinusOne",50350,0.00750469043152,103.808,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,9,"kMinusOne",50353,0.00750469043152,106.332,"PaToH-Q","no","no",0
"Chebyshev4.mtx.hgr",128,0.03,10,"kMinusOne",50384,0.00750469043152,103.197,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,1,"kMinusOne",0,6.44703758623e-05,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,2,"kMinusOne",0,6.44703758623e-05,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,3,"kMinusOne",0,6.44703758623e-05,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,4,"kMinusOne",0,0.000128940751725,0.089,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,5,"kMinusOne",0,0.000128940751725,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,6,"kMinusOne",0,0.000128940751725,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,7,"kMinusOne",0,0.000128940751725,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,8,"kMinusOne",0,6.44703758623e-05,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,9,"kMinusOne",0,0,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",2,0.03,10,"kMinusOne",0,0.000128940751725,0.081,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,1,"kMinusOne",0,0.000128932439402,0.16,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,2,"kMinusOne",0,0,0.159,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,3,"kMinusOne",0,0,0.158,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,4,"kMinusOne",0,0,0.158,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,5,"kMinusOne",0,0.000128932439402,0.159,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,6,"kMinusOne",0,0.000128932439402,0.163,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,7,"kMinusOne",0,0.000128932439402,0.163,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,8,"kMinusOne",0,0.000128932439402,0.158,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,9,"kMinusOne",0,0,0.158,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",4,0.03,10,"kMinusOne",0,0.000128932439402,0.158,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,1,"kMinusOne",0,0.000257864878803,0.236,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,2,"kMinusOne",0,0.00154718927282,0.236,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,3,"kMinusOne",0,0.00103145951521,0.237,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,4,"kMinusOne",0,0.00077359463641,0.236,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,5,"kMinusOne",0,0.00077359463641,0.238,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,6,"kMinusOne",0,0.00128932439402,0.244,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,7,"kMinusOne",0,0.00335224342445,0.237,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,8,"kMinusOne",0,0.00180505415162,0.238,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,9,"kMinusOne",0,0.000515729757607,0.237,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",8,0.03,10,"kMinusOne",0,0.00077359463641,0.251,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,1,"kMinusOne",2,0.00361010830325,0.33,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,2,"kMinusOne",2,0.00515729757607,0.323,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,3,"kMinusOne",0,0.00257864878804,0.315,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,4,"kMinusOne",2,0.00515729757607,0.321,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,5,"kMinusOne",2,0.00361010830325,0.322,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,6,"kMinusOne",2,0.00412583806086,0.325,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,7,"kMinusOne",0,0.00618875709128,0.317,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,8,"kMinusOne",1,0.00309437854564,0.325,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,9,"kMinusOne",2,0.00361010830325,0.32,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",16,0.03,10,"kMinusOne",2,0.00309437854564,0.323,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,1,"kMinusOne",7,0.00618556701031,0.42,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,2,"kMinusOne",9,0.00515463917526,0.421,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,3,"kMinusOne",9,0.00412371134021,0.422,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,4,"kMinusOne",12,0.00309278350515,0.435,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,5,"kMinusOne",9,0.00824742268041,0.434,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,6,"kMinusOne",11,0.00309278350515,0.427,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,7,"kMinusOne",10,0.00515463917526,0.437,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,8,"kMinusOne",5,0.00309278350515,0.416,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,9,"kMinusOne",9,0.00412371134021,0.424,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",32,0.03,10,"kMinusOne",12,0.00515463917526,0.428,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,1,"kMinusOne",40,0.0020618556701,0.58,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,2,"kMinusOne",39,0.00412371134021,0.576,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,3,"kMinusOne",41,0.00412371134021,0.579,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,4,"kMinusOne",37,0.00412371134021,0.581,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,5,"kMinusOne",41,0.00412371134021,0.597,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,6,"kMinusOne",41,0.00412371134021,0.579,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,7,"kMinusOne",40,0.00412371134021,0.574,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,8,"kMinusOne",39,0.00412371134021,0.574,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,9,"kMinusOne",42,0.00412371134021,0.583,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",64,0.03,10,"kMinusOne",41,0.00412371134021,0.589,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,1,"kMinusOne",107,0.00411522633745,0.802,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,2,"kMinusOne",113,0.00411522633745,0.804,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,3,"kMinusOne",109,0.00411522633745,0.77,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,4,"kMinusOne",107,0,0.771,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,5,"kMinusOne",108,0.00411522633745,0.777,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,6,"kMinusOne",103,0.00411522633745,0.793,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,7,"kMinusOne",105,0.00411522633745,0.771,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,8,"kMinusOne",112,0,0.786,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,9,"kMinusOne",113,0.00411522633745,0.767,"PaToH-Q","no","no",0
"Chem97Zt.mtx.hgr",128,0.03,10,"kMinusOne",106,0.00411522633745,0.77,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,1,"kMinusOne",1639,0.0197889182058,1.195,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,2,"kMinusOne",1725,0.0199538258575,0.247,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,3,"kMinusOne",1540,0.0197889182058,1.149,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,4,"kMinusOne",1646,0.0197889182058,1.125,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,5,"kMinusOne",1760,0.0197889182058,1.092,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,6,"kMinusOne",1382,0.0197889182058,0.218,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,7,"kMinusOne",1591,0.0197889182058,0.888,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,8,"kMinusOne",1332,0.0197889182058,0.193,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,9,"kMinusOne",1765,0.0197889182058,1.169,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",2,0.03,10,"kMinusOne",1694,0.0197889182058,0.978,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,1,"kMinusOne",3087,0.0187994722955,1.748,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,2,"kMinusOne",3051,0.0191292875989,1.634,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,3,"kMinusOne",2823,0.0194591029024,1.358,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,4,"kMinusOne",2848,0.0197889182058,1.578,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,5,"kMinusOne",3137,0.0194591029024,1.627,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,6,"kMinusOne",2923,0.0187994722955,0.893,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,7,"kMinusOne",2849,0.0194591029024,1.531,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,8,"kMinusOne",2928,0.0187994722955,0.434,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,9,"kMinusOne",3328,0.0194591029024,1.532,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",4,0.03,10,"kMinusOne",3354,0.0194591029024,1.688,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,1,"kMinusOne",4505,0.0184696569921,1.843,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,2,"kMinusOne",4486,0.0197889182058,1.017,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,3,"kMinusOne",4548,0.0191292875989,1.847,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,4,"kMinusOne",4562,0.0191292875989,1.835,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,5,"kMinusOne",4644,0.0184696569921,1.847,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,6,"kMinusOne",4658,0.0191292875989,1.453,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,7,"kMinusOne",4560,0.0191292875989,1.877,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,8,"kMinusOne",4494,0.0197889182058,0.898,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,9,"kMinusOne",4529,0.0158311345646,1.811,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",8,0.03,10,"kMinusOne",4539,0.0191292875989,1.421,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,1,"kMinusOne",5408,0.0184696569921,2.082,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,2,"kMinusOne",5405,0.0171503957784,1.302,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,3,"kMinusOne",5356,0.0171503957784,1.652,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,4,"kMinusOne",5437,0.0171503957784,0.716,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,5,"kMinusOne",5441,0.0184696569921,1.945,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,6,"kMinusOne",5400,0.0184696569921,0.895,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,7,"kMinusOne",5387,0.0184696569921,1.774,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,8,"kMinusOne",5453,0.0184696569921,1.514,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,9,"kMinusOne",5457,0.0184696569921,1.97,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",16,0.03,10,"kMinusOne",5391,0.0184696569921,0.779,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,1,"kMinusOne",5974,0.0184696569921,1.932,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,2,"kMinusOne",5977,0.0184696569921,1.827,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,3,"kMinusOne",6022,0.0184696569921,2.031,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,4,"kMinusOne",5953,0.0184696569921,1.66,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,5,"kMinusOne",6016,0.0184696569921,1.909,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,6,"kMinusOne",5972,0.0184696569921,1.967,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,7,"kMinusOne",6036,0.0184696569921,2.017,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,8,"kMinusOne",5977,0.0184696569921,0.931,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,9,"kMinusOne",6038,0.0184696569921,1.998,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",32,0.03,10,"kMinusOne",6002,0.0184696569921,0.955,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,1,"kMinusOne",6524,0.0105263157895,1.018,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,2,"kMinusOne",6553,0.0157894736842,2.184,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,3,"kMinusOne",6517,0.0157894736842,1.931,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,4,"kMinusOne",6508,0.0157894736842,1.837,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,5,"kMinusOne",6554,0.0157894736842,2.295,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,6,"kMinusOne",6534,0.0157894736842,0.871,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,7,"kMinusOne",6568,0.0157894736842,2.147,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,8,"kMinusOne",6535,0.0157894736842,1.939,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,9,"kMinusOne",6487,0.0157894736842,1.998,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",64,0.03,10,"kMinusOne",6583,0.0157894736842,0.998,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,1,"kMinusOne",7144,0.0105263157895,2.168,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,2,"kMinusOne",7117,0.0105263157895,2.16,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,3,"kMinusOne",7110,0.0105263157895,2.175,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,4,"kMinusOne",7136,0.0105263157895,1.975,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,5,"kMinusOne",7123,0.0105263157895,2.196,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,6,"kMinusOne",7180,0.0105263157895,2.259,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,7,"kMinusOne",7188,0.0105263157895,2.288,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,8,"kMinusOne",7128,0.0105263157895,1.245,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,9,"kMinusOne",7162,0.0105263157895,2.058,"PaToH-Q","no","no",0
"circuit_3.mtx.hgr",128,0.03,10,"kMinusOne",7241,0.0105263157895,1.967,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,1,"kMinusOne",116,0,0.484,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,2,"kMinusOne",118,0,0.727,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,3,"kMinusOne",116,0,0.805,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,4,"kMinusOne",122,0,0.729,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,5,"kMinusOne",119,0.00386302362078,0.764,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,6,"kMinusOne",119,0.00386302362078,0.744,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,7,"kMinusOne",165,0.0195565570802,0.44,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,8,"kMinusOne",118,0,0.72,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,9,"kMinusOne",122,0.00128767454026,0.486,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",2,0.03,10,"kMinusOne",117,0,0.437,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,1,"kMinusOne",825,0.00901335908579,1.201,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,2,"kMinusOne",801,0.00812811846129,1.388,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,3,"kMinusOne",819,0.0193948173185,1.273,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,4,"kMinusOne",777,0.0185900531144,1.413,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,5,"kMinusOne",771,0.0138419443103,1.387,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,6,"kMinusOne",798,0.0138419443103,1.287,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,7,"kMinusOne",753,0.0170610011267,0.957,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,8,"kMinusOne",790,0.0101400289715,1.366,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,9,"kMinusOne",778,0.0103814582327,1.438,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",4,0.03,10,"kMinusOne",811,0.0131176565266,1.214,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,1,"kMinusOne",3555,0.0111057460164,1.732,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,2,"kMinusOne",3661,0.0127152744246,2.079,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,3,"kMinusOne",3638,0.0159343312409,2.022,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,4,"kMinusOne",2850,0.0143248028328,1.83,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,5,"kMinusOne",3053,0.00901335908579,2.03,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,6,"kMinusOne",2880,0.010622887494,1.891,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,7,"kMinusOne",3735,0.0143248028328,1.873,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,8,"kMinusOne",3737,0.0188314823757,1.957,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,9,"kMinusOne",3679,0.0112666988572,1.704,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",8,0.03,10,"kMinusOne",3799,0.0172219539675,2.044,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,1,"kMinusOne",5619,0.0090119085935,2.145,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,2,"kMinusOne",5438,0.0090119085935,2.585,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,3,"kMinusOne",5566,0.0141615706469,2.346,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,4,"kMinusOne",5606,0.0106211779852,2.162,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,5,"kMinusOne",5701,0.0128741551336,2.559,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,6,"kMinusOne",5715,0.0122304473769,2.189,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,7,"kMinusOne",5592,0.0167364016736,3.036,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,8,"kMinusOne",5619,0.0148052784036,2.414,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,9,"kMinusOne",5467,0.0102993241069,2.511,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",16,0.03,10,"kMinusOne",5645,0.0186675249437,2.45,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,1,"kMinusOne",9440,0.0109395109395,2.82,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,2,"kMinusOne",9305,0.014157014157,3.17,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,3,"kMinusOne",9381,0.0148005148005,2.987,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,4,"kMinusOne",9433,0.0109395109395,2.766,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,5,"kMinusOne",9503,0.010296010296,3.054,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,6,"kMinusOne",9545,0.0109395109395,2.925,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,7,"kMinusOne",9436,0.01287001287,2.674,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,8,"kMinusOne",9479,0.0135135135135,2.977,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,9,"kMinusOne",9605,0.0135135135135,3.091,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",32,0.03,10,"kMinusOne",9336,0.011583011583,3.089,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,1,"kMinusOne",13093,0.01287001287,3.538,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,2,"kMinusOne",13046,0.011583011583,3.71,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,3,"kMinusOne",13211,0.01287001287,3.231,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,4,"kMinusOne",13169,0.00772200772201,3.627,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,5,"kMinusOne",13204,0.00900900900901,3.274,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,6,"kMinusOne",13282,0.011583011583,3.435,"PaToH-Q","no","no",0
"ckt11752_dc_1.mtx.hgr",64,0.03,7,"kMinusOne",13176,0.015444015444,3.584,"PaToH-Q","no","no",0
