algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
KaHyPar-R,amazon-2008.graph.hgr,no,6,64,0.03,1,0.0299391,172.033,km1,363327,363327,no
KaHyPar-R,amazon-2008.graph.hgr,no,7,64,0.03,1,0.0299391,171.814,km1,363327,363327,no
KaHyPar-R,amazon-2008.graph.hgr,no,8,64,0.03,1,0.0299391,225.704,km1,363327,363327,no
KaHyPar-R,amazon-2008.graph.hgr,no,9,64,0.03,1,0.0299391,172.882,km1,363327,363327,no
KaHyPar-R,amazon-2008.graph.hgr,no,10,8,0.03,1,0.0299621,496.578,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,1,8,0.03,1,0.0299621,491.495,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,2,8,0.03,1,0.0299621,491.875,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,3,8,0.03,1,0.0299621,492.703,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,4,8,0.03,1,0.0299621,491.961,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,5,8,0.03,1,0.0299621,491.807,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,6,8,0.03,1,0.0299621,493.011,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,7,8,0.03,1,0.0299621,496.408,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,8,8,0.03,1,0.0299621,496.863,km1,187123,187123,no
KaHyPar-R,amazon-2008.graph.hgr,no,9,8,0.03,1,0.0299621,496.772,km1,187123,187123,no
KaHyPar-R,as-22july06.graph.hgr,no,10,128,0.03,1,0.0277778,8.26727,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,1,128,0.03,1,0.0277778,8.33319,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,2,128,0.03,1,0.0277778,11.7353,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,3,128,0.03,1,0.0277778,8.272,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,4,128,0.03,1,0.0277778,11.807,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,5,128,0.03,1,0.0277778,8.31219,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,6,128,0.03,1,0.0277778,11.975,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,7,128,0.03,1,0.0277778,8.25994,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,8,128,0.03,1,0.0277778,8.24925,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,9,128,0.03,1,0.0277778,8.2415,km1,23514,23514,no
KaHyPar-R,as-22july06.graph.hgr,no,10,16,0.03,1,0.0299443,4.74286,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,1,16,0.03,1,0.0299443,4.83572,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,2,16,0.03,1,0.0299443,4.79552,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,3,16,0.03,1,0.0299443,4.80505,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,4,16,0.03,1,0.0299443,4.85689,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,5,16,0.03,1,0.0299443,4.79718,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,6,16,0.03,1,0.0299443,4.90333,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,7,16,0.03,1,0.0299443,4.74796,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,8,16,0.03,1,0.0299443,4.83494,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,9,16,0.03,1,0.0299443,4.73729,km1,14488,14488,no
KaHyPar-R,as-22july06.graph.hgr,no,10,2,0.03,1,0.0,1.32934,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,1,2,0.03,1,0.0,1.35678,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,2,2,0.03,1,0.0,1.32699,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,3,2,0.03,1,0.0,1.31548,km1,3566,3566,no
KaHyPar-R,as-22july06.graph.hgr,no,4,2,0.03,1,0.0,1.32398,km1,3566,3566,no
